Index	Text	POS CLAWS
33	,	,
34	baking	VVG
35	soda	NN1
36	,	,
37	and	CC
38	salt	NN1
39	.	.
40	Add	VV0
41	to	II
42	cream	NN1
43	mixture	NN1
44	.	.
45	Stir	VV0
46	in	II
47	candies	NN2
48	.	.
49	Drop	VV0
50	by	II
51	teaspoon	NN1
52	on	II
53	baking	VVG
54	sheets	NN2
55	about	RG
56	inches	NNU2
57	apart	RL
58	.	.
59	Bake	VV0
60	for	IF
61	minutes	NNT2
62	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Grease	VV0
12	a	AT1
13	x	MC
14	inch	NNU1
15	loaf	NN1
16	pan	NN1
17	.	.
18	Cream	NN1
19	butter	NN1
20	or	CC
21	margarine	NN1
22	and	CC
23	sugar	NN1
24	till	II
25	light	NN1
26	and	CC
27	fluffy	JJ
28	.	.
29	Add	VV0
30	eggs	NN2
31	and	CC
32	beat	VVD
33	well	RR
34	.	.
35	Mix	VV0
36	together	RL
37	flour	NN1
38	and	CC
39	baking	VVG
40	soda	NN1
41	;	;
42	blend	VV0
43	into	II
44	creamed	JJ
45	mixture	NN1
46	.	.
47	Fold	VV0
48	in	II
49	buttermilk	NN1
50	,	,
51	vanilla	NN1
52	,	,
53	mango	NN1
54	puree	NN1
55	,	,
56	and	CC
57	chopped	JJ
58	nuts	NN2
59	.	.
60	Pour	VV0
61	batter	NN1
62	into	II
63	prepared	JJ
64	pan	NN1
65	.	.
66	Bake	VV0
67	for	IF
68	to	II
69	minutes	NNT2
70	,	,
71	or	CC
72	until	CS
73	done	VDN
74	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Grease	NN1
12	and	CC
13	flour	NN1
14	an	AT1
15	x	MC
16	inch	NNU1
17	pan	NN1
18	.	.
19	In	II
20	a	AT1
21	medium	JJ
22	bowl	NN1
23	,	,
24	sift	VV0
25	together	RL
26	flour	NN1
27	,	,
28	baking	VVG
29	soda	NN1
30	,	,
31	salt	NN1
32	and	CC
33	cinnamon	NN1
34	.	.
35	Set	VV0
36	aside	RL
37	.	.
38	In	II
39	a	AT1
40	large	JJ
41	bowl	NN1
42	,	,
43	combine	VV0
44	eggs	NN2
45	,	,
46	buttermilk	VV0
47	,	,
48	oil	NN1
49	,	,
50	sugar	NN1
51	and	CC
52	vanilla	NN1
53	.	.
54	Mix	VV0
55	well	RR
56	.	.
57	Add	VV0
58	flour	NN1
59	mixture	NN1
60	and	CC
61	mix	VV0
62	well	RR
63	.	.
64	In	II
65	a	AT1
66	medium	JJ
67	bowl	NN1
68	,	,
69	combine	VV0
70	shredded	JJ
71	carrots	NN2
72	,	,
73	coconut	NN1
74	,	,
75	walnuts	NN2
76	,	,
77	pineapple	NN1
78	and	CC
79	raisins	NN2
80	.	.
81	Using	VVG
82	a	AT1
83	large	JJ
84	wooden	JJ
85	spoon	NN1
86	or	CC
87	a	AT1
88	very	RG
89	heavy	JJ
90	whisk	NN1
91	,	,
92	add	VV0
93	carrot	NN1
94	mixture	NN1
95	to	TO
96	batter	VVI
97	and	CC
98	fold	VVI
99	in	RP
100	well	RR
101	.	.
102	Pour	VV0
103	into	II
104	prepared	JJ
105	x	MC
106	inch	NNU1
107	pan	NN1
108	,	,
109	and	CC
110	bake	VV0
111	at	II
112	degrees	NN2
113	F	ZZ1
114	(	(
115	degrees	NN2
116	C	ZZ1
117	)	)
118	for	IF
119	hour	NNT1
120	.	.
121	Check	VV0
122	with	IW
123	toothpick	NN1
124	.	.
125	Allow	VV0
126	to	TO
127	cool	VVI
128	for	IF
129	at	RR21
130	least	RR22
131	minutes	NNT2
132	before	II
133	serving	VVG
134	.	.

1	Preheat	VV0
2	the	AT
3	oven	NN1
4	to	II
5	degrees	NN2
6	F	ZZ1
7	(	(
8	degrees	NN2
9	C	ZZ1
10	)	)
11	.	.
12	Grease	VV0
13	a	AT1
14	cookie	NN1
15	sheet	NN1
16	.	.
17	In	II
18	a	AT1
19	large	JJ
20	bowl	NN1
21	,	,
22	mix	VV0
23	together	RL
24	oil	NN1
25	,	,
26	sugar	NN1
27	,	,
28	eggs	NN2
29	,	,
30	and	CC
31	molasses	NN1
32	.	.
33	In	II
34	another	DD1
35	bowl	NN1
36	,	,
37	combine	VV0
38	flours	NN2
39	,	,
40	baking	VVG
41	powder	NN1
42	,	,
43	ginger	NN1
44	,	,
45	cinnamon	NN1
46	,	,
47	cloves	NN2
48	,	,
49	and	CC
50	nutmeg	NN1
51	;	;
52	mix	VV0
53	into	II
54	egg	NN1
55	mixture	NN1
56	to	TO
57	form	VVI
58	a	AT1
59	stiff	JJ
60	dough	NN1
61	.	.
62	Divide	VV0
63	dough	NN1
64	in	II
65	half	DB
66	,	,
67	and	CC
68	shape	VV0
69	each	DD1
70	half	NN1
71	into	II
72	a	AT1
73	roll	NN1
74	the	AT
75	length	NN1
76	of	IO
77	the	AT
78	cookie	NN1
79	.	.
80	Place	VV0
81	rolls	NN2
82	on	II
83	cookie	NN1
84	sheet	NN1
85	,	,
86	and	CC
87	pat	VV0
88	down	RP
89	to	TO
90	flatten	VVI
91	the	AT
92	dough	NN1
93	to	II
94	/	FO
95	inch	NNU1
96	thickness	NN1
97	.	.
98	Bake	VV0
99	in	II
100	preheated	JJ
101	oven	NN1
102	for	IF
103	minutes	NNT2
104	.	.
105	Remove	VV0
106	from	II
107	oven	NN1
108	,	,
109	and	CC
110	set	VV0
111	aside	RL
112	to	TO
113	cool	VVI
114	.	.
115	When	CS
116	cool	JJ
117	enough	RR
118	to	TO
119	touch	VVI
120	,	,
121	cut	VVN
122	into	II
123	/	FO
124	inch	NNU1
125	thick	JJ
126	diagonal	JJ
127	slices	NN2
128	.	.
129	Place	VV0
130	sliced	JJ
131	biscotti	NN2
132	on	II
133	cookie	NN1
134	sheet	NN1
135	,	,
136	and	CC
137	bake	VV0
138	an	AT1
139	additional	JJ
140	to	II
141	minutes	NNT2
142	on	II
143	each	DD1
144	side	NN1
145	,	,
146	or	CC
147	until	CS
148	toasted	VVN
149	and	CC
150	crispy	JJ
151	.	.

1	Sprinkle	VV0
2	a	AT1
3	flat	JJ
4	work	NN1
5	surface	NN1
6	with	IW
7	/	FO
8	cup	NN1
9	sugar	NN1
10	;	;
11	unfold	VV0
12	puff	NN1
13	pastry	NN1
14	over	II
15	sugar	NN1
16	and	CC
17	roll	VV0
18	out	RP
19	to	II
20	a	AT1
21	x-inch	NNU1
22	rectangle	NN1
23	.	.
24	Brush	VV0
25	pastry	NN1
26	with	IW
27	butter	NN1
28	.	.
29	Mix	VV0
30	/	FO
31	cup	NN1
32	sugar	NN1
33	,	,
34	cinnamon	NN1
35	,	,
36	and	CC
37	cardamom	VV0
38	in	II
39	a	AT1
40	small	JJ
41	bowl	NN1
42	;	;
43	sprinkle	VV0
44	evenly	RR
45	over	II
46	buttered	JJ
47	pastry	NN1
48	.	.
49	Starting	VVG
50	with	IW
51	a	AT1
52	long	JJ
53	edge	NN1
54	of	IO
55	the	AT
56	pastry	NN1
57	,	,
58	roll	VV0
59	pastry	NN1
60	tightly	RR
61	around	II
62	filling	NN1
63	,	,
64	stopping	VVG
65	in	II
66	the	AT
67	middle	NN1
68	.	.
69	Repeat	VV0
70	with	IW
71	the	AT
72	opposite	JJ
73	edge	NN1
74	,	,
75	meeting	VVG
76	the	AT
77	first	MD
78	roll	NN1
79	.	.
80	Put	VV0
81	a	AT1
82	little	JJ
83	water	NN1
84	onto	II
85	your	APPGE
86	finger	NN1
87	and	CC
88	dot	NN1
89	along	II
90	the	AT
91	long	JJ
92	edges	NN2
93	that	CST
94	come	VV0
95	together	RL
96	;	;
97	press	VV0
98	gently	RR
99	so	RR
100	the	AT
101	two	MC
102	rolled	JJ
103	edges	NN2
104	stay	VV0
105	together	RL
106	.	.
107	Refrigerate	VV0
108	until	CS
109	slightly	RR
110	firm	JJ
111	,	,
112	to	II
113	minutes	NNT2
114	.	.
115	Preheat	VV0
116	oven	NN1
117	to	II
118	degrees	NN2
119	F	ZZ1
120	(	(
121	degrees	NN2
122	C	ZZ1
123	)	)
124	.	.
125	Line	VV0
126	a	AT1
127	baking	NN1
128	sheet	NN1
129	with	IW
130	parchment	NN1
131	paper	NN1
132	.	.
133	Cut	VV0
134	pastry	NN1
135	into	II
136	/	FO
137	inch	NNU1
138	slices	NN2
139	.	.
140	Arrange	VV0
141	slices	NN2
142	on	II
143	prepared	JJ
144	baking	NN1
145	sheet	NN1
146	about	RG
147	inch	NNU1
148	apart	RL
149	.	.
150	Bake	VV0
151	in	II
152	preheated	JJ
153	oven	NN1
154	until	CS
155	golden	JJ
156	and	CC
157	crisp	NN1
158	,	,
159	about	II
160	minutes	NNT2
161	.	.
162	Allow	VV0
163	cookies	NN2
164	to	TO
165	rest	VVI
166	on	II
167	baking	VVG
168	sheet	NN1
169	for	IF
170	minute	NNT1
171	before	II
172	transferring	VVG
173	to	II
174	a	AT1
175	wire	NN1
176	rack	NN1
177	to	TO
178	cool	VVI
179	completely	RR
180	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Spray	VV0
12	one	MC1
13	inch	NNU1
14	bundt	NN1
15	pan	NN1
16	with	IW
17	non-stick	JJ
18	cooking	NN1
19	spray	NN1
20	.	.
21	Combine	VV0
22	the	AT
23	cake	NN1
24	mix	NN1
25	,	,
26	instant	JJ
27	vanilla	NN1
28	pudding	NN1
29	,	,
30	eggs	NN2
31	,	,
32	milk	NN1
33	,	,
34	oil	NN1
35	,	,
36	Southern	JJ
37	Comfort	NN1
38	and	CC
39	chopped	JJ
40	walnuts	NN2
41	.	.
42	Beat	VV0
43	for	IF
44	minutes	NNT2
45	.	.
46	Then	RT
47	pour	VV0
48	batter	NN1
49	into	II
50	the	AT
51	prepared	JJ
52	pan	NN1
53	.	.
54	Bake	VV0
55	at	II
56	degrees	NN2
57	F	ZZ1
58	(	(
59	degrees	NN2
60	C	ZZ1
61	)	)
62	for	IF
63	hour	NNT1
64	to	II
65	hour	NNT1
66	and	CC
67	minutes	NNT2
68	or	CC
69	until	CS
70	a	AT1
71	toothpick	NN1
72	inserted	VVN
73	in	II
74	the	AT
75	cake	NN1
76	comes	VVZ
77	out	RP
78	clean	JJ
79	.	.
80	Let	VV0
81	cake	NN1
82	cool	NN1
83	in	II
84	pan	NN1
85	for	IF
86	minutes	NNT2
87	then	RT
88	invert	VV0
89	onto	II
90	a	AT1
91	cake	NN1
92	dish	NN1
93	and	CC
94	enjoy	VV0
95	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Grease	NN1
12	and	CC
13	flour	NN1
14	a	AT1
15	inch	NNU1
16	Bundt	NN1
17	pan	NN1
18	.	.
19	Sift	VV0
20	together	RL
21	the	AT
22	flour	NN1
23	,	,
24	baking	VVG
25	powder	NN1
26	,	,
27	salt	NN1
28	,	,
29	cinnamon	NN1
30	,	,
31	cloves	NN2
32	and	CC
33	nutmeg	NN1
34	.	.
35	Set	VV0
36	aside	RL
37	.	.
38	In	II
39	a	AT1
40	large	JJ
41	bowl	NN1
42	,	,
43	cream	NN1
44	together	RL
45	the	AT
46	shortening	NN1
47	and	CC
48	sugar	NN1
49	until	CS
50	light	JJ
51	and	CC
52	fluffy	JJ
53	.	.
54	Beat	VV0
55	in	II
56	the	AT
57	eggs	NN2
58	one	PN1
59	at	II
60	a	AT1
61	time	NNT1
62	.	.
63	Add	VV0
64	the	AT
65	flour	NN1
66	mixture	NN1
67	alternately	RR
68	with	IW
69	the	AT
70	potatoes	NN2
71	and	CC
72	milk	NN1
73	.	.
74	Stir	VV0
75	in	II
76	nuts	NN2
77	and	CC
78	raisins	NN2
79	.	.
80	Pour	VV0
81	into	II
82	a	AT1
83	inch	NNU1
84	Bundt	NN1
85	pan	NN1
86	.	.
87	Bake	VV0
88	in	II
89	the	AT
90	preheated	JJ
91	oven	NN1
92	for	IF
93	to	II
94	minutes	NNT2
95	,	,
96	or	CC
97	until	CS
98	a	AT1
99	toothpick	NN1
100	inserted	VVN
101	into	II
102	the	AT
103	cake	NN1
104	comes	VVZ
105	out	RP
106	clean	JJ
107	.	.

1	In	II
2	a	AT1
3	large	JJ
4	bowl	NN1
5	,	,
6	cream	NN1
7	together	RL
8	the	AT
9	margarine	NN1
10	and	CC
11	sugar	NN1
12	until	CS
13	smooth	JJ
14	.	.
15	Stir	VV0
16	in	II
17	the	AT
18	oats	NN1
19	,	,
20	cocoa	NN1
21	and	CC
22	vanilla	NN1
23	until	CS
24	well	RR
25	blended	VVN
26	then	RT
27	stir	VV0
28	in	II
29	the	AT
30	coffee	NN1
31	.	.
32	Roll	VV0
33	the	AT
34	dough	NN1
35	into	II
36	balls	NN2
37	slightly	RR
38	smaller	JJR
39	than	CSN
40	a	AT1
41	ping	NN1
42	pong	NN1
43	ball	NN1
44	.	.
45	Pour	VV0
46	the	AT
47	pearl	NN1
48	sugar	NN1
49	into	II
50	a	AT1
51	saucer	NN1
52	and	CC
53	roll	VV0
54	the	AT
55	balls	NN2
56	in	II
57	the	AT
58	sugar	NN1
59	.	.
60	Refrigerate	JJ
61	cookies	NN2
62	for	IF
63	hour	NNT1
64	before	II
65	serving	VVG
66	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Grease	VV0
12	an	AT1
13	x	MC
14	inch	NNU1
15	baking	NN1
16	pan	NN1
17	.	.
18	In	II
19	a	AT1
20	medium-size	JJ
21	mixing	NN1
22	bowl	NN1
23	,	,
24	blend	VV0
25	eggs	NN2
26	,	,
27	sugar	NN1
28	,	,
29	and	CC
30	butter	NN1
31	.	.
32	Mix	VV0
33	in	II
34	matzo	NN1
35	meal	NN1
36	,	,
37	cocoa	NN1
38	powder	NN1
39	and	CC
40	walnuts	NN2
41	(	(
42	if	CS
43	desired	VVN
44	)	)
45	.	.
46	Transfer	VV0
47	batter	NN1
48	to	II
49	prepared	JJ
50	baking	NN1
51	pan	NN1
52	.	.
53	Bake	VV0
54	at	II
55	degrees	NN2
56	F	ZZ1
57	(	(
58	degrees	NN2
59	C	ZZ1
60	)	)
61	for	IF
62	minutes	NNT2
63	.	.
64	In	II
65	a	AT1
66	small	JJ
67	mixing	NN1
68	bowl	NN1
69	,	,
70	blend	VV0
71	chocolate	NN1
72	,	,
73	butter	NN1
74	or	CC
75	margarine	NN1
76	and	CC
77	water	NN1
78	.	.
79	Spread	VV0
80	over	RP
81	cooled	JJ
82	brownies	NN2
83	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Grease	NN1
12	and	CC
13	flour	NN1
14	inch	NNU1
15	cake	NN1
16	pans	NN2
17	.	.
18	In	II
19	a	AT1
20	bowl	NN1
21	,	,
22	sift	VV0
23	together	RL
24	the	AT
25	cake	NN1
26	flour	NN1
27	,	,
28	chocolate	NN1
29	pudding	NN1
30	mix	NN1
31	,	,
32	cocoa	NN1
33	powder	NN1
34	,	,
35	and	CC
36	salt	NN1
37	.	.
38	In	II
39	a	AT1
40	large	JJ
41	bowl	NN1
42	,	,
43	beat	VV0
44	/	FO
45	cup	NN1
46	of	IO
47	butter	NN1
48	with	IW
49	/	FO
50	cup	NN1
51	of	IO
52	sugar	NN1
53	with	IW
54	an	AT1
55	electric	JJ
56	mixer	NN1
57	until	CS
58	creamy	JJ
59	;	;
60	beat	VV0
61	the	AT
62	eggs	NN2
63	in	RP
64	,	,
65	one	PN1
66	at	II
67	a	AT1
68	time	NNT1
69	,	,
70	and	CC
71	beat	VVD
72	until	CS
73	the	AT
74	mixture	NN1
75	is	VBZ
76	fluffy	JJ
77	,	,
78	about	II
79	minute	NNT1
80	.	.
81	Beat	VV0
82	in	II
83	the	AT
84	flour	NN1
85	mixture	NN1
86	,	,
87	alternating	VVG
88	with	IW
89	buttermilk	NN1
90	,	,
91	in	II
92	several	DA2
93	additions	NN2
94	.	.
95	Mix	VV0
96	in	II
97	teaspoon	NN1
98	of	IO
99	vanilla	NN1
100	extract	NN1
101	and	CC
102	the	AT
103	red	JJ
104	food	NN1
105	color	NN1
106	until	CS
107	the	AT
108	batter	NN1
109	is	VBZ
110	uniformly	RR
111	colored	VVN
112	.	.
113	In	II
114	a	AT1
115	bowl	NN1
116	,	,
117	stir	VV0
118	the	AT
119	baking	NN1
120	soda	NN1
121	with	IW
122	vinegar	NN1
123	,	,
124	and	CC
125	gently	RR
126	fold	VV0
127	the	AT
128	foamy	JJ
129	mixture	NN1
130	gently	RR
131	into	II
132	the	AT
133	batter	NN1
134	.	.
135	Pour	VV0
136	the	AT
137	batter	NN1
138	into	II
139	the	AT
140	prepared	JJ
141	cake	NN1
142	pans	NN2
143	.	.
144	Bake	VV0
145	in	II
146	the	AT
147	preheated	JJ
148	oven	NN1
149	until	CS
150	a	AT1
151	toothpick	NN1
152	inserted	VVN
153	into	II
154	the	AT
155	center	NN1
156	of	IO
157	a	AT1
158	cake	NN1
159	comes	VVZ
160	out	RP
161	clean	JJ
162	or	CC
163	with	IW
164	moist	JJ
165	crumbs	NN2
166	,	,
167	about	II
168	minutes	NNT2
169	.	.
170	Allow	VV0
171	to	TO
172	cool	VVI
173	completely	RR
174	before	II
175	frosting	NN1
176	.	.
177	For	IF
178	frosting	NN1
179	,	,
180	place	VV0
181	all-purpose	JJ
182	flour	NN1
183	in	II
184	a	AT1
185	saucepan	NN1
186	,	,
187	and	CC
188	gradually	RR
189	whisk	VV0
190	milk	NN1
191	into	II
192	the	AT
193	flour	NN1
194	,	,
195	about	II
196	tablespoons	NN2
197	at	II
198	a	AT1
199	time	NNT1
200	,	,
201	until	CS
202	smoothly	RR
203	combined	VVN
204	.	.
205	Bring	VV0
206	the	AT
207	mixture	NN1
208	to	II
209	a	AT1
210	simmer	VV0
211	over	RP
212	medium-low	JJ
213	heat	NN1
214	,	,
215	whisking	VVG
216	constantly	RR
217	until	CS
218	thickened	VVN
219	and	CC
220	smooth	JJ
221	;	;
222	allow	VV0
223	to	TO
224	cool	VVI
225	completely	RR
226	.	.
227	Beat	VV0
228	cup	NN1
229	of	IO
230	sugar	NN1
231	and	CC
232	cup	NN1
233	of	IO
234	butter	NN1
235	in	II
236	a	AT1
237	bowl	NN1
238	with	IW
239	an	AT1
240	electric	JJ
241	mixer	NN1
242	until	CS
243	fluffy	JJ
244	,	,
245	about	II
246	minute	NNT1
247	,	,
248	and	CC
249	gradually	RR
250	beat	VVD
251	in	II
252	the	AT
253	cooled	JJ
254	milk	NN1
255	mixture	NN1
256	;	;
257	add	VV0
258	teaspoon	NN1
259	of	IO
260	vanilla	NN1
261	extract	NN1
262	.	.
263	Beat	VV0
264	the	AT
265	frosting	NN1
266	until	CS
267	fluffy	JJ
268	and	CC
269	spreadable	JJ
270	,	,
271	to	II
272	more	DAR
273	minutes	NNT2
274	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Lightly	RR
12	grease	VV0
13	a	AT1
14	x	MC
15	inch	NNU1
16	baking	NN1
17	dish	NN1
18	.	.
19	In	II
20	a	AT1
21	medium	JJ
22	bowl	NN1
23	,	,
24	cream	VV0
25	the	AT
26	white	JJ
27	sugar	NN1
28	and	CC
29	shortening	VVG
30	together	RL
31	.	.
32	Stir	VV0
33	in	II
34	the	AT
35	molasses	NN1
36	and	CC
37	honey	NN1
38	.	.
39	Sift	VV0
40	together	RL
41	the	AT
42	flour	NN1
43	,	,
44	baking	VVG
45	soda	NN1
46	,	,
47	cinnamon	NN1
48	,	,
49	ginger	NN1
50	,	,
51	and	CC
52	cloves	NN2
53	;	;
54	add	VV0
55	to	II
56	the	AT
57	creamed	JJ
58	mixture	NN1
59	and	CC
60	mix	VV0
61	until	CS
62	well	RR
63	blended	VVN
64	.	.
65	Finally	RR
66	,	,
67	stir	VV0
68	in	II
69	the	AT
70	raisins	NN2
71	.	.
72	Press	VV0
73	the	AT
74	batter	NN1
75	evenly	RR
76	into	II
77	the	AT
78	prepared	JJ
79	baking	NN1
80	pan	NN1
81	.	.
82	Bake	VV0
83	for	IF
84	to	II
85	minutes	NNT2
86	in	II
87	the	AT
88	preheated	JJ
89	oven	NN1
90	,	,
91	bars	NN2
92	should	VM
93	turn	VVI
94	golden	JJ
95	brown	JJ
96	.	.
97	Top	NN1
98	will	VM
99	appear	VVI
100	smooth	JJ
101	and	CC
102	dry	JJ
103	to	II
104	the	AT
105	touch	NN1
106	.	.
107	Meanwhile	RR
108	make	VV0
109	the	AT
110	icing	NN1
111	.	.
112	In	II
113	a	AT1
114	smaller	JJR
115	bowl	NN1
116	,	,
117	stir	VV0
118	the	AT
119	confectioners	NN2
120	sugar	VV0
121	together	RL
122	with	IW
123	the	AT
124	milk	NN1
125	and	CC
126	vanilla	NN1
127	.	.
128	Drizzle	NN1
129	over	II
130	the	AT
131	spice	NN1
132	bars	NN2
133	while	CS
134	they	PPHS2
135	are	VBR
136	still	RR
137	warm	JJ
138	.	.
139	Allow	VV0
140	cookies	NN2
141	to	TO
142	cool	VVI
143	before	II
144	cutting	VVG
145	.	.

1	Line	NN1
2	baking	NN1
3	sheets	NN2
4	or	CC
5	counter	VV0
6	tops	NN2
7	with	IW
8	waxed	JJ
9	paper	NN1
10	.	.
11	In	II
12	a	AT1
13	double	JJ
14	boiler	NN1
15	heat	NN1
16	confectioners	NN2
17	coating	NN1
18	until	CS
19	melted	VVN
20	,	,
21	stirring	VVG
22	constantly	RR
23	until	CS
24	smooth	JJ
25	.	.
26	Pour	VV0
27	in	II
28	white	JJ
29	chocolate	NN1
30	chips	NN2
31	and	CC
32	stir	VV0
33	until	CS
34	smooth	JJ
35	.	.
36	Stir	VV0
37	in	II
38	peanuts	NN2
39	and	CC
40	almond	NN1
41	toffee	NN1
42	bits	NN2
43	.	.
44	Remove	VV0
45	from	II
46	heat	NN1
47	and	CC
48	drop	VV0
49	by	II
50	rounded	JJ
51	spoonfuls	NN2
52	onto	II
53	waxed	JJ
54	paper	NN1
55	.	.
56	Cool	VV0
57	for	IF
58	an	AT1
59	hour	NNT1
60	,	,
61	or	CC
62	until	CS
63	hardened	JJ
64	.	.

1	Lightly	RR
2	grease	VV0
3	a	AT1
4	x	MC
5	inch	NNU1
6	pan	NN1
7	and	CC
8	line	NN1
9	with	IW
10	waxed	JJ
11	paper	NN1
12	,	,
13	smoothing	VVG
14	out	RP
15	wrinkles	NN2
16	;	;
17	set	VV0
18	aside	RL
19	.	.
20	Place	VV0
21	the	AT
22	semisweet	NN1
23	chocolate	NN1
24	and	CC
25	teaspoon	NN1
26	of	IO
27	the	AT
28	canola	NN1
29	oil	NN1
30	in	II
31	the	AT
32	top	NN1
33	of	IO
34	a	AT1
35	double	JJ
36	boiler	NN1
37	over	RP
38	just	RR
39	barely	RR
40	simmering	JJ
41	water	NN1
42	,	,
43	stirring	VVG
44	frequently	RR
45	and	CC
46	scraping	VVG
47	down	II
48	the	AT
49	sides	NN2
50	with	IW
51	a	AT1
52	rubber	JJ
53	spatula	NN1
54	to	TO
55	avoid	VVI
56	scorching	VVG
57	.	.
58	When	CS
59	the	AT
60	chocolate	NN1
61	is	VBZ
62	melted	VVN
63	,	,
64	stir	VV0
65	in	II
66	/	FO
67	teaspoon	NN1
68	of	IO
69	the	AT
70	peppermint	NN1
71	extract	NN1
72	.	.
73	Pour	VV0
74	the	AT
75	melted	JJ
76	chocolate	NN1
77	into	II
78	the	AT
79	prepared	JJ
80	pan	NN1
81	,	,
82	and	CC
83	spread	VV0
84	evenly	RR
85	over	II
86	the	AT
87	bottom	NN1
88	of	IO
89	the	AT
90	pan	NN1
91	.	.
92	Sprinkle	VV0
93	half	DB
94	of	IO
95	the	AT
96	crushed	JJ
97	peppermints	NN2
98	over	II
99	the	AT
100	chocolate	NN1
101	layer	NN1
102	.	.
103	Refrigerate	VV0
104	until	CS
105	completely	RR
106	hardened	JJ
107	,	,
108	about	II
109	hour	NNT1
110	.	.
111	Place	VV0
112	the	AT
113	white	JJ
114	chocolate	NN1
115	and	CC
116	the	AT
117	remaining	JJ
118	teaspoon	NN1
119	canola	NN1
120	oil	NN1
121	in	II
122	the	AT
123	top	NN1
124	of	IO
125	a	AT1
126	double	JJ
127	boiler	NN1
128	over	RP
129	just	RR
130	barely	RR
131	simmering	JJ
132	water	NN1
133	,	,
134	stirring	VVG
135	frequently	RR
136	and	CC
137	scraping	VVG
138	down	II
139	the	AT
140	sides	NN2
141	with	IW
142	a	AT1
143	rubber	JJ
144	spatula	NN1
145	to	TO
146	avoid	VVI
147	scorching	VVG
148	.	.
149	When	CS
150	the	AT
151	chocolate	NN1
152	is	VBZ
153	melted	VVN
154	,	,
155	stir	VV0
156	in	II
157	the	AT
158	remaining	JJ
159	/	FO
160	teaspoon	NN1
161	peppermint	NN1
162	extract	NN1
163	.	.
164	Pour	VV0
165	the	AT
166	white	JJ
167	chocolate	NN1
168	directly	RR
169	over	II
170	the	AT
171	semisweet	NN1
172	chocolate	NN1
173	layer	NN1
174	;	;
175	spread	VV0
176	evenly	RR
177	.	.
178	Sprinkle	VV0
179	the	AT
180	remaining	JJ
181	crushed	JJ
182	candy	NN1
183	over	II
184	the	AT
185	top	NN1
186	and	CC
187	gently	RR
188	press	VV0
189	in	RP
190	.	.
191	Refrigerate	VV0
192	until	CS
193	completely	RR
194	hardened	JJ
195	.	.
196	Remove	VV0
197	from	II
198	pan	NN1
199	;	;
200	break	VV0
201	into	II
202	small	JJ
203	pieces	NN2
204	to	TO
205	serve	VVI
206	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Grease	NN1
12	cookie	NN1
13	sheets	NN2
14	.	.
15	In	II
16	a	AT1
17	large	JJ
18	bowl	NN1
19	,	,
20	cream	NN1
21	together	RL
22	the	AT
23	butter	NN1
24	,	,
25	white	JJ
26	sugar	NN1
27	and	CC
28	brown	JJ
29	sugar	NN1
30	until	CS
31	smooth	JJ
32	.	.
33	Mix	VV0
34	in	II
35	the	AT
36	applesauce	NN1
37	,	,
38	eggs	NN2
39	,	,
40	orange	NN1
41	juice	NN1
42	and	CC
43	orange	JJ
44	zest	NN1
45	one	MC1
46	at	II
47	a	AT1
48	time	NNT1
49	,	,
50	mixing	VVG
51	well	RR
52	after	CS
53	each	DD1
54	.	.
55	Combine	VV0
56	the	AT
57	flour	NN1
58	,	,
59	baking	VVG
60	soda	NN1
61	,	,
62	cinnamon	NN1
63	and	CC
64	nutmeg	NN1
65	;	;
66	gradually	RR
67	stir	VV0
68	into	II
69	the	AT
70	orange	JJ
71	mixture	NN1
72	.	.
73	Fold	VV0
74	in	II
75	oats	NN1
76	and	CC
77	cranberries	NN2
78	.	.
79	Drop	VV0
80	by	II
81	rounded	JJ
82	spoonfuls	NN2
83	onto	II
84	the	AT
85	prepared	JJ
86	cookie	NN1
87	sheets	NN2
88	.	.
89	Bake	VV0
90	for	IF
91	to	II
92	minutes	NNT2
93	in	II
94	the	AT
95	preheated	JJ
96	oven	NN1
97	.	.
