Index	Text	POS	MWE start and end index	USAS Tags
103	cup	cup	NOUN	['T1.3']
153	butter	butter	NOUN	['T1.3']
154	and	and	CCONJ	['T1.3']
155	vanilla	vanilla	NOUN	['T1.3']
169	at	at	ADP	['T1.1.2']
170	a	a	DET	['T1.1.2']
171	time	time	NOUN	['T1.1.2']
176	each	each	DET	['N6+']
177	addition	addition	NOUN	['N6+']
207	a	a	DET	['N5-']
208	little	little	ADJ	['N5-']
209	bit	bit	NOUN	['N5-']
216	each	each	DET	['N6+']
217	marshmallow	marshmallow	NOUN	['N6+']
249	each	each	DET	['N6+']
250	cupcake	cupcake	NOUN	['N6+']
263	each	each	DET	['N6+']
264	cupcake	cupcake	NOUN	['N6+']
270	eyes	eye	NOUN	['T1.3']
271	and	and	CCONJ	['T1.3']
272	whiskers	whisker	NOUN	['T1.3']

12	Grease	grease	NOUN	['T1.3']
13	and	and	CCONJ	['T1.3']
14	flour	flour	NOUN	['T1.3']
17	round	round	NOUN	['F1']
18	cake	cake	NOUN	['F1']
21	Combine	Combine	PROPN	['T1.3']
22	flour	flour	NOUN	['T1.3']
26	cocoa	cocoa	NOUN	['F1']
27	powder	powder	NOUN	['F1']
29	baking	bake	VERB	['F1']
30	soda	soda	NOUN	['F1']
60	peas	pea	NOUN	['T1.3']
61	and	and	CCONJ	['T1.3']
62	flour	flour	NOUN	['T1.3']

48	at	at	ADP	['T1.1.2']
49	a	a	DET	['T1.1.2']
50	time	time	NOUN	['T1.1.2']
55	each	each	DET	['N6+']
56	addition	addition	NOUN	['N6+']
70	baking	bake	VERB	['F1']
71	powder	powder	NOUN	['F1']
159	cup	cup	PROPN	['T1.3']
160	butter	butter	NOUN	['T1.3']
162	cream	cream	NOUN	['F1']
163	cheese	cheese	NOUN	['F1']
183	at	at	ADP	['T1.1.2']
184	a	a	DET	['T1.1.2']
185	time	time	NOUN	['T1.1.2']
224	cut	cut	NOUN	['M7']
225	side	side	NOUN	['M7']
243	the	the	DET	['T1.1.1']
244	other	other	ADJ	['T1.1.1']
245	marshmallows	marshmallow	NOUN	['T1.1.1']
256	each	each	DET	['N6+']
257	cupcake	cupcake	NOUN	['N6+']
263	each	each	DET	['N6+']
264	cupcake	cupcake	NOUN	['N6+']

16	baking	baking	NOUN	['F1/O2']
17	dish	dish	NOUN	['F1/O2']
23	cake	cake	NOUN	['F1']
24	mix	mix	NOUN	['F1']
44	baking	baking	NOUN	['F1/O2']
45	dish	dish	NOUN	['F1/O2']
99	Combine	Combine	PROPN	['T1.3']
100	butterscotch	butterscotch	NOUN	['T1.3']
101	chips	chip	NOUN	['T1.3']
102	and	and	CCONJ	['T1.3']
103	chocolate	chocolate	NOUN	['T1.3']

11	Combine	Combine	PROPN	['Z1mf', 'T1.3']
12	white	white	ADJ	['Z1mf', 'T1.3']
13	rice	rice	PROPN	['T1.3']
14	flour	flour	NOUN	['T1.3']
16	teff	teff	PROPN	['T1.3']
17	flour	flour	NOUN	['T1.3']
25	baking	bake	VERB	['F1']
26	soda	soda	NOUN	['F1']
28	xanthan	xanthan	PROPN	['T1.3']
29	gum	gum	NOUN	['T1.3']
37	Beat	Beat	PROPN	['T1.3']
38	butter	butter	NOUN	['T1.3']
40	white	white	ADJ	['T1.3']
41	sugar	sugar	PROPN	['T1.3']
43	brown	brown	ADJ	['F1']
44	sugar	sugar	NOUN	['F1']
61	at	at	ADP	['T1.1.2']
62	a	a	DET	['T1.1.2']
63	time	time	NOUN	['T1.1.2']
68	each	each	DET	['N6+']
69	addition	addition	NOUN	['N6+']
88	chips	chip	NOUN	['T1.3']
89	and	and	CCONJ	['T1.3']
90	walnuts	walnut	NOUN	['T1.3']
99	baking	baking	NOUN	['F1/O2']
100	sheet	sheet	NOUN	['F1/O2']
123	baking	baking	NOUN	['F1/O2']
124	sheet	sheet	NOUN	['F1/O2']

5	food	food	NOUN	['O2/F1']
6	processor	processor	NOUN	['O2/F1']
28	two	two	NUM	['N1']
29	individual	individual	ADJ	['N1']
48	pans	pan	NOUN	['T1.3']
49	and	and	CCONJ	['T1.3']
50	press	press	NOUN	['T1.3']
53	bottom	bottom	NOUN	['T1.3']
54	and	and	CCONJ	['T1.3']
55	sides	side	NOUN	['T1.3']
64	culinary	culinary	ADJ	['T1.3']
65	Coconutmilk	Coconutmilk	PROPN	['T1.3']
70	for	for	ADP	['T1.3']
71	a	a	DET	['T1.3']
72	minute	minute	NOUN	['T1.3']
73	or	or	CCONJ	['A13.4']
74	so	so	ADV	['A13.4']

18	or	or	CCONJ	['A13.4']
19	so	so	ADV	['A13.4']
41	watch	watch	VERB	['Z4']
42	it	it	PRON	['Z4']
44	so	so	SCONJ	['Z5']
45	that	that	SCONJ	['Z5']
85	brown	brown	ADJ	['F1']
86	sugar	sugar	NOUN	['F1']
91	no	no	ADV	['T2-']
92	longer	long	ADV	['T2-']
102	baking	bake	VERB	['F1']
103	soda	soda	NOUN	['F1']
105	baking	bake	VERB	['F1']
106	powder	powder	NOUN	['F1']
127	baking	baking	NOUN	['F1/O2']
128	sheets	sheet	NOUN	['F1/O2']
135	preheated	preheated	ADJ	['T1.3']
136	oven	oven	PROPN	['T1.3']

21	baking	bake	VERB	['F1']
22	powder	powder	NOUN	['F1']
24	baking	bake	VERB	['F1']
25	soda	soda	NOUN	['F1']
40	sugar	sugar	NOUN	['T1.3']
41	and	and	CCONJ	['T1.3']
42	butter	butter	NOUN	['T1.3']
56	egg	egg	NOUN	['F1']
57	white	white	NOUN	['F1']
111	cream	cream	NOUN	['F1']
112	cheese	cheese	NOUN	['F1']

31	egg	egg	NOUN	['F1']
32	yolk	yolk	NOUN	['F1']
65	baking	baking	NOUN	['F1/O2']
66	dish	dish	NOUN	['F1/O2']
74	bowl	bowl	NOUN	['T1.3']
75	and	and	CCONJ	['T1.3']
76	brush	brush	NOUN	['T1.3']
112	baking	bake	VERB	['F1/O2']
113	dish	dish	NOUN	['F1/O2']

17	cake	cake	NOUN	['F1']
18	mix	mix	NOUN	['F1']
182	Place	place	NOUN	['F1']
183	cake	cake	NOUN	['F1']
194	on	on	ADP	['S7.1+', 'M6', 'N5++']
195	top	top	NOUN	['S7.1+', 'M6', 'N5++']
203	filling	filling	NOUN	['T1.3']
204	and	and	CCONJ	['T1.3']
205	top	top	NOUN	['T1.3']
218	Store	store	NOUN	['F1']
219	cake	cake	NOUN	['F1']

15	inch	inch	NOUN	['F1']
16	cake	cake	NOUN	['F1']
19	baking	bake	VERB	['F1/O2']
20	dish	dish	NOUN	['F1/O2']
28	food	food	NOUN	['O2/F1']
29	processor	processor	NOUN	['O2/F1']
39	baking	bake	VERB	['F1']
40	powder	powder	NOUN	['F1']
73	food	food	NOUN	['O2/F1']
74	processor	processor	NOUN	['O2/F1']

11	Combine	Combine	PROPN	['Z1mf', 'T1.3']
12	pink	pink	ADJ	['Z1mf', 'T1.3']
15	Granny	Granny	PROPN	['Z1mf', 'Z3c']
16	Smith	Smith	PROPN	['Z1mf', 'Z3c']
21	brown	brown	ADJ	['F1']
22	sugar	sugar	NOUN	['F1']
109	top	top	NOUN	['Df/A5.1+++mfnc']
110	of	of	ADP	['Df/A5.1+++mfnc']
111	the	the	DET	['Df/A5.1+++mfnc']
112	dough	dough	NOUN	['Df/A5.1+++mfnc']
118	baking	baking	NOUN	['F1/O2']
119	sheet	sheet	NOUN	['F1/O2']

11	Grease	grease	NOUN	['T1.3']
12	and	and	CCONJ	['T1.3']
13	flour	flour	NOUN	['T1.3']
18	baking	baking	NOUN	['F1/O2']
19	pan	pan	NOUN	['F1/O2']
23	cake	cake	NOUN	['F1']
24	mix	mix	NOUN	['F1']
59	baking	baking	NOUN	['F1/O2']
60	dish	dish	NOUN	['F1/O2']
92	middle	middle	NOUN	['Df/A5.1+++mfnc']
93	of	of	ADP	['Df/A5.1+++mfnc']
94	the	the	DET	['Df/A5.1+++mfnc']
95	cake	cake	NOUN	['Df/A5.1+++mfnc']

4	brown	brown	ADJ	['F1']
5	sugar	sugar	NOUN	['F1']
34	tablespoon	tablespoon	PROPN	['Z1mf', 'Z3c']
35	white	white	PROPN	['Z1mf', 'Z3c']
36	sugar	sugar	PROPN	['Z1mf', 'Z3c']
93	inch	inch	NOUN	['F1']
94	pie	pie	NOUN	['F1']
104	bottom	bottom	NOUN	['T1.3']
105	and	and	CCONJ	['T1.3']
106	sides	side	NOUN	['T1.3']
124	golden	golden	ADJ	['T1.3']
125	brown	brown	PROPN	['T1.3']
151	egg	egg	NOUN	['F1']
152	yolks	yolk	NOUN	['F1']
211	pouring	pour	VERB	['A5.4+']
212	it	it	PRON	['A5.4+']
262	layer	layer	VERB	['A5.4+']
263	them	they	PRON	['A5.4+']
304	cup	cup	PROPN	['Z1mf', 'Z3c']
305	white	white	PROPN	['Z1mf', 'Z3c']
311	pie	pie	NOUN	['T1.3']
312	and	and	CCONJ	['T1.3']
313	broil	broil	NOUN	['T1.3']

5	tea	tea	NOUN	['F2']
6	bags	bag	NOUN	['F2']
21	tea	tea	NOUN	['F2']
22	bags	bag	NOUN	['F2']
37	suit	suit	VERB	['A5.4+']
38	your	your	PRON	['A5.4+']
52	each	each	DET	['N6+']
53	ice	ice	NOUN	['N6+']

11	Grease	grease	NOUN	['T1.3']
12	and	and	CCONJ	['T1.3']
13	flour	flour	NOUN	['T1.3']
24	sugar	sugar	NOUN	['T1.3']
25	and	and	CCONJ	['T1.3']
26	butter	butter	NOUN	['T1.3']
30	eggs	egg	NOUN	['T1.3']
31	and	and	CCONJ	['T1.3']
32	teaspoon	teaspoon	NOUN	['T1.3']
44	baking	bake	VERB	['F1']
45	powder	powder	NOUN	['F1']
92	brown	brown	ADJ	['F1']
93	sugar	sugar	NOUN	['F1']
95	egg	egg	NOUN	['F1']
96	whites	white	NOUN	['F1']
168	one	one	NUM	['N1']
169	large	large	ADJ	['N1']
172	each	each	DET	['N6+']
173	corner	corner	NOUN	['N6+']
188	all	all	ADV	['N5.1+']
189	over	over	ADP	['N5.1+']

9	food	food	NOUN	['O2/F1']
10	processor	processor	NOUN	['O2/F1']
14	graham	graham	PROPN	['T1.3']
15	crackers	cracker	NOUN	['T1.3']
21	each	each	DET	['N6+']
22	tortilla	tortilla	NOUN	['N6+']
44	baking	bake	VERB	['F1/O2']
45	sheet	sheet	NOUN	['F1/O2']
73	chocolate	chocolate	NOUN	['F1']
74	sauce	sauce	NOUN	['F1']
83	Return	Return	PROPN	['T1.3']
84	platter	platter	NOUN	['T1.3']

12	apple	apple	NOUN	['F1']
13	pie	pie	NOUN	['F1']
23	cake	cake	NOUN	['F1']
24	mix	mix	NOUN	['F1']
31	on	on	ADP	['S7.1+', 'M6', 'N5++']
32	top	top	NOUN	['S7.1+', 'M6', 'N5++']

5	brown	brown	ADJ	['F1']
6	sugar	sugar	NOUN	['F1']
10	cup	cup	PROPN	['Z1mf', 'Z3c']
11	white	white	PROPN	['Z1mf', 'Z3c']
12	sugar	sugar	PROPN	['Z1mf', 'Z3c']
27	egg	egg	NOUN	['T1.3']
28	and	and	CCONJ	['T1.3']
29	vanilla	vanilla	NOUN	['T1.3']
38	at	at	ADP	['T1.1.2']
39	a	a	DET	['T1.1.2']
40	time	time	NOUN	['T1.1.2']
68	in	in	ADP	['A2.1+']
69	half	half	NOUN	['A2.1+']
114	slices	slice	NOUN	['T1.3']
115	and	and	CCONJ	['T1.3']
116	place	place	NOUN	['T1.3']
119	baking	baking	NOUN	['F1/O2']
120	sheet	sheet	NOUN	['F1/O2']

6	cream	cream	NOUN	['F1']
7	cheese	cheese	NOUN	['F1']

7	graham	graham	PROPN	['T1.3']
8	cracker	cracker	NOUN	['T1.3']
14	cocoa	cocoa	NOUN	['F1']
15	powder	powder	NOUN	['F1']
61	chocolate	chocolate	NOUN	['F1']
62	bar	bar	NOUN	['F1']
81	cream	cream	NOUN	['T1.3']
82	and	and	CCONJ	['T1.3']
83	tablespoons	tablespoon	NOUN	['T1.3']
106	a	a	DET	['N5', 'S4']
107	couple	couple	NOUN	['N5', 'S4']
132	all	all	ADV	['N5.1+']
133	over	over	ADP	['N5.1+']
146	Place	place	VERB	['M6']
147	back	back	ADV	['M6']
157	chilled	chill	VERB	['A5.4+']
158	you	you	PRON	['A5.4+']
173	each	each	DET	['N6+']
174	slice	slice	NOUN	['N6+']

13	baking	bake	VERB	['F1/O2']
14	sheet	sheet	NOUN	['F1/O2']
22	brown	brown	ADJ	['F1']
23	sugar	sugar	NOUN	['F1']
36	egg	egg	NOUN	['T1.3']
37	and	and	CCONJ	['T1.3']
38	vanilla	vanilla	NOUN	['T1.3']
48	baking	bake	VERB	['F1']
49	soda	soda	NOUN	['F1']
70	oats	oat	NOUN	['T1.3']
71	and	and	CCONJ	['T1.3']
72	quinoa	quinoa	NOUN	['T1.3']
79	baking	bake	VERB	['F1/O2']
80	sheet	sheet	NOUN	['F1/O2']
102	baking	bake	VERB	['F1/O2']
103	sheet	sheet	NOUN	['F1/O2']

16	baking	baking	NOUN	['F1/O2']
17	pan	pan	NOUN	['F1/O2']
45	baking	baking	NOUN	['F1/O2']
46	pan	pan	NOUN	['F1/O2']
50	cake	cake	NOUN	['F1']
51	mix	mix	NOUN	['F1']
58	on	on	ADP	['S7.1+', 'M6', 'N5++']
59	top	top	NOUN	['S7.1+', 'M6', 'N5++']

17	baking	baking	NOUN	['F1/O2']
18	dish	dish	NOUN	['F1/O2']
30	cup	cup	PROPN	['Z1mf', 'Z3c']
31	peanut	peanut	PROPN	['Z1mf', 'Z3c']
49	baking	baking	NOUN	['F1/O2']
50	dish	dish	NOUN	['F1/O2']
106	baking	baking	NOUN	['F1/O2']
107	dish	dish	NOUN	['F1/O2']
129	milk	milk	NOUN	['T1.3']
130	and	and	CCONJ	['T1.3']
131	caramels	caramel	NOUN	['T1.3']
157	baking	baking	NOUN	['F1/O2']
158	dish	dish	NOUN	['F1/O2']
186	golden	golden	ADJ	['T1.3']
187	brown	brown	PROPN	['T1.3']

1	Chop	Chop	PROPN	['Z1mf', 'T1.3']
2	dark	dark	ADJ	['Z1mf', 'T1.3']
43	of	of	ADP	['N6+', 'T1.2']
44	a	a	DET	['N6+', 'T1.2']
45	pot	pot	NOUN	['N6+', 'T1.2']
178	baking	baking	NOUN	['F1/O2']
179	sheet	sheet	NOUN	['F1/O2']
199	lined	lined	ADJ	['T1.3']
200	pan	pan	PROPN	['T1.3']
202	all	all	DET	['N5.1+', 'N5.1+/M1']
203	the	the	DET	['N5.1+', 'N5.1+/M1']
204	way	way	NOUN	['N5.1+', 'N5.1+/M1']

19	each	each	DET	['N6+']
20	melting	melting	NOUN	['N6+']
104	orange	orange	PROPN	['T1.3']
105	zest	zest	NOUN	['T1.3']
127	pieces	piece	NOUN	['T1.3']
128	and	and	CCONJ	['T1.3']
129	store	store	NOUN	['T1.3']

12	butter	butter	NOUN	['T1.3']
13	and	and	CCONJ	['T1.3']
14	chocolate	chocolate	NOUN	['T1.3']
32	bottom	bottom	NOUN	['T1.3']
33	and	and	CCONJ	['T1.3']
34	sides	side	NOUN	['T1.3']
35	of	of	ADP	['N6+', 'T1.2']
36	a	a	DET	['N6+', 'T1.2']
37	inch	inch	NOUN	['N6+', 'T1.2']
50	cream	cream	NOUN	['F1']
51	cheese	cheese	NOUN	['F1']
59	milk	milk	NOUN	['T1.3']
60	and	and	CCONJ	['T1.3']
61	peanut	peanut	NOUN	['T1.3']
69	juice	juice	NOUN	['T1.3']
70	and	and	CCONJ	['T1.3']
71	vanilla	vanilla	NOUN	['T1.3']
110	as	as	ADV	['N5++']
111	well	well	ADV	['N5++']

12	sides	side	NOUN	['T1.3']
13	and	and	CCONJ	['T1.3']
14	bottom	bottom	NOUN	['T1.3']
15	of	of	ADP	['N6+', 'T1.2']
16	a	a	DET	['N6+', 'T1.2']
17	inch	inch	NOUN	['N6+', 'T1.2']
37	powder	powder	NOUN	['T1.3']
38	and	and	CCONJ	['T1.3']
39	pudding	pudding	NOUN	['T1.3']
46	egg	egg	NOUN	['T1.3']
47	and	and	CCONJ	['T1.3']
48	milk	milk	NOUN	['T1.3']
64	on	on	ADP	['S7.1+', 'M6', 'N5++']
65	top	top	NOUN	['S7.1+', 'M6', 'N5++']
78	cream	cream	NOUN	['F1']
79	cheese	cheese	NOUN	['F1']
86	sugar	sugar	NOUN	['T1.3']
87	and	and	CCONJ	['T1.3']
88	tablespoons	tablespoon	NOUN	['T1.3']
90	peach	peach	PROPN	['T1.3']
91	syrup	syrup	NOUN	['T1.3']
111	sugar	sugar	NOUN	['T1.3']
112	and	and	CCONJ	['T1.3']
113	teaspoon	teaspoon	NOUN	['T1.3']

21	cup	cup	NOUN	['Z2']
22	creamy	creamy	NOUN	['Z2']
23	peanut	peanut	PROPN	['Z2']
28	brown	brown	ADJ	['F1']
29	sugars	sugar	NOUN	['F1']
38	at	at	ADP	['T1.1.2']
39	a	a	DET	['T1.1.2']
40	time	time	NOUN	['T1.1.2']
45	each	each	DET	['N6+']
46	addition	addition	NOUN	['N6+']
57	soda	soda	NOUN	['T1.3']
58	and	and	CCONJ	['T1.3']
59	salt	salt	NOUN	['T1.3']
70	balls	ball	NOUN	['T1.3']
71	and	and	CCONJ	['T1.3']
72	place	place	NOUN	['T1.3']
82	Flatten	Flatten	PROPN	['T1.3']
83	balls	ball	NOUN	['T1.3']
105	remove	remove	VERB	['A5.4+']
106	them	they	PRON	['A5.4+']
119	make	make	VERB	['A5.4+']
120	them	they	PRON	['A5.4+']
136	cup	cup	PROPN	['Z1mf', 'Z3c']
137	creamy	creamy	PROPN	['Z1mf', 'Z3c']
138	peanut	peanut	PROPN	['Z1mf', 'Z3c']
158	for	for	ADP	['T1.3']
159	a	a	DET	['T1.3']
160	creamy	creamy	NOUN	['T1.3']

22	shortening	shortening	NOUN	['T1.3']
23	and	and	CCONJ	['T1.3']
24	sugar	sugar	NOUN	['T1.3']
52	baking	bake	VERB	['F1']
53	soda	soda	NOUN	['F1']
57	ginger	ginger	NOUN	['T1.3']
58	and	and	CCONJ	['T1.3']
59	cinnamon	cinnamon	NOUN	['T1.3']
81	each	each	DET	['N6+']
82	ball	ball	NOUN	['N6+']
84	sugar	sugar	NOUN	['T1.3']
85	and	and	CCONJ	['T1.3']
86	place	place	NOUN	['T1.3']

13	baking	baking	NOUN	['F1/O2']
14	sheets	sheet	NOUN	['F1/O2']
22	brown	brown	ADJ	['F1']
23	sugar	sugar	NOUN	['F1']
44	baking	bake	VERB	['F1']
45	powder	powder	NOUN	['F1']
51	soda	soda	NOUN	['T1.3']
52	and	and	CCONJ	['T1.3']
53	flour	flour	NOUN	['T1.3']
69	baking	baking	NOUN	['F1/O2']
70	sheets	sheet	NOUN	['F1/O2']
95	Whoopie	Whoopie	PROPN	['Z1mf', 'Z3c']
96	Pie	Pie	PROPN	['Z1mf', 'Z3c']
97	Filling	Filling	PROPN	['Z1mf', 'Z3c']
113	vanilla	vanilla	NOUN	['T1.3']
114	and	and	CCONJ	['T1.3']
115	cup	cup	NOUN	['T1.3']

7	sugar	sugar	NOUN	['T1.3']
8	and	and	CCONJ	['T1.3']
9	egg	egg	NOUN	['T1.3']
13	baking	bake	VERB	['F1']
14	powder	powder	NOUN	['F1']
16	baking	bake	VERB	['F1']
17	soda	soda	NOUN	['F1']
19	salt	salt	NOUN	['T1.3']
20	and	and	CCONJ	['T1.3']
21	flour	flour	NOUN	['T1.3']
44	baking	baking	NOUN	['F1/O2']
45	sheet	sheet	NOUN	['F1/O2']

14	baking	baking	NOUN	['F1/O2']
15	dish	dish	NOUN	['F1/O2']
34	baking	baking	NOUN	['F1/O2']
35	dish	dish	NOUN	['F1/O2']
59	baking	bake	VERB	['F1']
60	powder	powder	NOUN	['F1']
90	preheated	preheated	ADJ	['T1.3']
91	oven	oven	PROPN	['T1.3']

22	Combine	Combine	PROPN	['T1.3']
23	flour	flour	NOUN	['T1.3']
43	inch	inch	NOUN	['F1']
44	pie	pie	NOUN	['F1']
50	on	on	ADP	['S7.1+', 'M6', 'N5++']
51	top	top	NOUN	['S7.1+', 'M6', 'N5++']
62	cream	cream	NOUN	['F1']
63	cheese	cheese	NOUN	['F1']
70	peach	peach	PROPN	['T1.3']
71	syrup	syrup	NOUN	['T1.3']
76	on	on	ADP	['S7.1+', 'M6', 'N5++']
77	top	top	NOUN	['S7.1+', 'M6', 'N5++']
86	sugar	sugar	NOUN	['T1.3']
87	and	and	CCONJ	['T1.3']
88	cinnamon	cinnamon	NOUN	['T1.3']
89	on	on	ADP	['S7.1+', 'M6', 'N5++']
90	top	top	NOUN	['S7.1+', 'M6', 'N5++']

9	milk	milk	NOUN	['T1.3']
10	and	and	CCONJ	['T1.3']
11	lime	lime	NOUN	['T1.3']
17	topping	topping	NOUN	['T1.3']
18	and	and	CCONJ	['T1.3']
19	mix	mix	NOUN	['T1.3']
26	graham	graham	PROPN	['T1.3']
27	cracker	cracker	NOUN	['T1.3']

17	graham	graham	PROPN	['T1.3']
18	cracker	cracker	NOUN	['T1.3']
21	butter	butter	NOUN	['T1.3']
22	and	and	CCONJ	['T1.3']
23	cinnamon	cinnamon	NOUN	['T1.3']
32	of	of	ADP	['N6+', 'T1.2']
33	a	a	DET	['N6+', 'T1.2']
34	inch	inch	NOUN	['N6+', 'T1.2']
76	cream	cream	NOUN	['F1']
77	cheese	cheese	NOUN	['F1']
85	lemon	lemon	PROPN	['T1.3']
86	gelatin	gelatin	NOUN	['T1.3']
101	graham	graham	PROPN	['T1.3']
102	cracker	cracker	NOUN	['T1.3']
106	over	over	ADP	['T1.3']
107	night	night	NOUN	['T1.3']

14	sugar	sugar	NOUN	['T1.3']
15	and	and	CCONJ	['T1.3']
16	shortening	shortening	NOUN	['T1.3']
21	melts	melt	NOUN	['T1.3']
22	and	and	CCONJ	['T1.3']
23	sugar	sugar	NOUN	['T1.3']
82	deep	deep	ADJ	['F1/O2']
83	fryer	fryer	NOUN	['F1/O2']
112	on	on	ADP	['S8+']
113	a	a	DET	['S8+']
114	side	side	NOUN	['S8+']
123	paper	paper	NOUN	['B4/B5']
124	towels	towel	NOUN	['B4/B5']
127	cinnamon	cinnamon	NOUN	['T1.3']
128	and	and	CCONJ	['T1.3']
129	tablespoons	tablespoon	NOUN	['T1.3']

11	Grease	grease	NOUN	['T1.3']
12	and	and	CCONJ	['T1.3']
13	flour	flour	NOUN	['T1.3']
16	Bundt	Bundt	PROPN	['T1.3']
17	pan	pan	NOUN	['T1.3']
59	Bake	Bake	PROPN	['Z2']
60	in	in	ADP	['Z2']
61	oven	oven	PROPN	['Z2']
83	cream	cream	NOUN	['F1']
84	cheese	cheese	NOUN	['F1']

13	cocoa	cocoa	NOUN	['T1.3']
14	and	and	CCONJ	['T1.3']
15	cornstarch	cornstarch	NOUN	['T1.3']
22	at	at	ADP	['T1.1.2']
23	a	a	DET	['T1.1.2']
24	time	time	NOUN	['T1.1.2']
57	cooking	cooking	NOUN	['T1.3']
58	times	time	NOUN	['T1.3']
82	surface	surface	NOUN	['Df/A5.1+++mfnc']
83	of	of	ADP	['Df/A5.1+++mfnc']
84	the	the	DET	['Df/A5.1+++mfnc']
85	pudding	pudding	NOUN	['Df/A5.1+++mfnc']

3	baking	baking	NOUN	['F1/O2']
4	sheet	sheet	NOUN	['F1/O2']
22	each	each	DET	['N6+']
23	quarter	quarter	NOUN	['N6+']
74	brown	brown	ADJ	['F1']
75	sugar	sugar	NOUN	['F1']
92	cinnamon	cinnamon	NOUN	['T1.3']
93	and	and	CCONJ	['T1.3']
94	water	water	NOUN	['T1.3']
174	on	on	ADP	['Df']
175	the	the	DET	['Df']
176	bottom	bottom	ADJ	['Df']
177	side	side	NOUN	['Df']
191	using	use	VERB	['A5.4+']
192	your	your	PRON	['A5.4+']
199	part	part	NOUN	['Df/A5.1+++mfnc']
200	of	of	ADP	['Df/A5.1+++mfnc']
201	the	the	DET	['Df/A5.1+++mfnc']
202	dough	dough	NOUN	['Df/A5.1+++mfnc']
209	working	work	VERB	['A5.4+']
210	your	your	PRON	['A5.4+']
224	part	part	NOUN	['Df/A5.1+++mfnc']
225	of	of	ADP	['Df/A5.1+++mfnc']
226	the	the	DET	['Df/A5.1+++mfnc']
227	crust	crust	NOUN	['Df/A5.1+++mfnc']
229	Crimp	crimp	VERB	['S7.1+']
230	the	the	DET	['S7.1+']
231	edge	edge	NOUN	['S7.1+']
236	a	a	DET	['N5-']
237	little	little	ADJ	['N5-']
238	bit	bit	NOUN	['N5-']
243	thumb	thumb	NOUN	['T1.3']
244	and	and	CCONJ	['T1.3']
245	forefinger	forefinger	NOUN	['T1.3']
250	using	use	VERB	['A5.4+']
251	your	your	PRON	['A5.4+']
254	on	on	ADP	['Z4']
255	the	the	DET	['Z4']
256	other	other	ADJ	['Z4']
257	hand	hand	NOUN	['Z4']
272	all	all	DET	['N5.1+', 'N5.1+/M1']
273	the	the	DET	['N5.1+', 'N5.1+/M1']
274	way	way	NOUN	['N5.1+', 'N5.1+/M1']
291	Transfer	transfer	NOUN	['F1']
292	pies	pie	NOUN	['F1']
295	baking	baking	NOUN	['F1/O2']
296	sheet	sheet	NOUN	['F1/O2']
310	Brush	Brush	PROPN	['T1.3']
311	top	top	NOUN	['T1.3']
313	each	each	DET	['N6+']
314	hand	hand	NOUN	['N6+']
336	each	each	DET	['N6+']
337	pie	pie	NOUN	['N6+']

7	water	water	NOUN	['T1.3']
8	and	and	CCONJ	['T1.3']
9	sugar	sugar	NOUN	['T1.3']
24	food	food	NOUN	['O2/F1']
25	processor	processor	NOUN	['O2/F1']
49	orange	orange	NOUN	['F2']
50	juice	juice	NOUN	['F2']
70	food	food	NOUN	['O2/F1']
71	processor	processor	NOUN	['O2/F1']

17	baking	baking	NOUN	['F1/O2']
18	pan	pan	NOUN	['F1/O2']
24	baking	bake	VERB	['F1']
25	soda	soda	NOUN	['F1']
29	baking	bake	VERB	['F1']
30	powder	powder	NOUN	['F1']

11	Grease	grease	NOUN	['T1.3']
12	and	and	CCONJ	['T1.3']
13	flour	flour	NOUN	['T1.3']
65	flour	flour	NOUN	['T1.3']
66	and	and	CCONJ	['T1.3']
67	salt	salt	NOUN	['T1.3']
78	cocoa	cocoa	NOUN	['T1.3']
79	and	and	CCONJ	['T1.3']
80	margarine	margarine	NOUN	['T1.3']
109	preheated	preheated	ADJ	['T1.3']
110	oven	oven	PROPN	['T1.3']
131	sugar	sugar	NOUN	['O1.1']
132	free	free	ADJ	['O1.1']
135	mix	mix	NOUN	['T1.3']
136	and	and	CCONJ	['T1.3']
137	cup	cup	NOUN	['T1.3']

11	Grease	grease	NOUN	['T1.3']
12	and	and	CCONJ	['T1.3']
13	flour	flour	NOUN	['T1.3']
16	Bundt	Bundt	PROPN	['T1.3']
17	pan	pan	NOUN	['T1.3']
26	cake	cake	NOUN	['F1']
27	mix	mix	NOUN	['F1']
40	center	center	NOUN	['T1.3']
41	and	and	CCONJ	['T1.3']
42	pour	pour	NOUN	['T1.3']
58	Scrape	Scrape	PROPN	['T1.3']
59	bowl	bowl	NOUN	['T1.3']
89	center	center	NOUN	['Df/A5.1+++mfnc']
90	of	of	ADP	['Df/A5.1+++mfnc']
91	the	the	DET	['Df/A5.1+++mfnc']
92	cake	cake	NOUN	['Df/A5.1+++mfnc']

22	vanilla	vanilla	NOUN	['T1.3']
23	and	and	CCONJ	['T1.3']
24	confectioners	confectioner	NOUN	['T1.3']
37	by	by	ADP	['S1.1.1']
38	hand	hand	NOUN	['S1.1.1']
46	walnuts	walnut	NOUN	['T1.3']
47	and	and	CCONJ	['T1.3']
48	cherries	cherry	NOUN	['T1.3']
68	ping	ping	NOUN	['K5.1']
69	pong	pong	NOUN	['K5.1']
