Index	Text	Lemma	POS	USAS Tags
256	.	.	PUNCT	['PUNCT']
257	Drain	drain	NOUN	['B4/H2']
258	juice	juice	NOUN	['F2', 'O1.2']
259	from	from	ADP	['Z5']
260	strawberries	strawberry	NOUN	['F1']
261	and	and	CCONJ	['Z5']
262	layer	layer	VERB	['A5.4+']
263	them	they	PRON	['A5.4+']
264	into	into	ADP	['Z5']
265	the	the	DET	['Z5']
266	bottom	bottom	NOUN	['N4', 'M6', 'B1', 'A5.1---']
267	of	of	ADP	['Z5']
268	the	the	DET	['Z5']
269	baked	baked	ADJ	['F1', 'O4.6']
270	pie	pie	NOUN	['F1']
271	shell	shell	NOUN	['L2', 'O2', 'G3']
272	.	.	PUNCT	['PUNCT']
273	Spread	spread	ADJ	['F1', 'N3.6', 'N3.3', 'N5+/A2.1', 'A6.3+', 'Q4.2']
274	cream	cream	NOUN	['F1', 'B3', 'O1.2', 'O4.3', 'A5.1+++']
275	custard	custard	NOUN	['F1']
276	over	over	ADP	['Z5']
277	the	the	DET	['Z5']
278	berries	berry	NOUN	['L3', 'F1']
279	;	;	PUNCT	['PUNCT']
280	refrigerate	refrigerate	VERB	['Z99']
281	until	until	ADP	['Z5']
282	set	set	VERB	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
283	,	,	PUNCT	['PUNCT']
284	about	about	ADP	['Z5']
285	hours	hour	NOUN	['T1.3']
286	.	.	PUNCT	['PUNCT']
287	Set	set	VERB	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
288	oven	oven	ADV	['O2/F1']
289	rack	rack	VERB	['E6-']
290	about	about	ADP	['Z5']
291	inches	inch	NOUN	['N3.7']
292	from	from	ADP	['Z5']
293	the	the	DET	['Z5']
294	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
295	source	source	NOUN	['T2+', 'Q1.1', 'X2.2', 'W3/M4']
296	and	and	CCONJ	['Z5']
297	preheat	preheat	VERB	['Z99']
298	the	the	DET	['Z5']
299	ovens	oven	NOUN	['O2/F1']
300	broiler	broiler	NOUN	['F1/O2']
301	.	.	PUNCT	['PUNCT']
302	Sprinkle	sprinkle	NOUN	['N5']
303	/	/	SYM	['Z99']
304	cup	cup	PROPN	['Z1mf', 'Z3c']
305	white	white	PROPN	['Z1mf', 'Z3c']
306	sugar	sugar	NOUN	['F1']
307	evenly	evenly	ADV	['N6+', 'A6.1+']
308	over	over	ADP	['Z5']
309	top	top	NOUN	['M6', 'N4', 'N5.1+', 'O2', 'B5', 'K6', 'N5.1-']
310	of	of	ADP	['Z5']
311	pie	pie	NOUN	['T1.3']
312	and	and	CCONJ	['T1.3']
313	broil	broil	NOUN	['T1.3']
314	until	until	ADP	['Z5']
315	the	the	DET	['Z5']
316	sugar	sugar	NOUN	['F1']
317	is	be	AUX	['A3+', 'Z5']
318	browned	brown	VERB	['O4.3']
319	,	,	PUNCT	['PUNCT']
320	about	about	ADP	['Z5']
321	minutes	minute	NOUN	['T1.3', 'Q1.2']
322	.	.	PUNCT	['PUNCT']
323	Let	let	VERB	['S7.4+', 'I2.2/H1', 'T2-']
324	pie	pie	NOUN	['F1']
325	stand	stand	VERB	['M6', 'M2', 'M8', 'M1', 'T2++', 'N3', 'A3+', 'X2.1', 'A7', 'G1.2', 'S8+', 'S7.4+', 'I2.2', 'S1.2.5+']
326	minutes	minute	NOUN	['T1.3', 'Q1.2']
327	for	for	ADP	['Z5']
328	sugar	sugar	NOUN	['F1']
329	topping	top	VERB	['A11.1++', 'N5++', 'A5.1++', 'A1.1.1', 'L1-']
330	to	to	ADP	['Z5']
331	cool	cool	ADJ	['O4.6-', 'S1.2.1-', 'O4.2+', 'E6+']
332	before	before	ADP	['Z5']
333	serving	serve	VERB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
334	.	.	PUNCT	['PUNCT']

1	Pour	pour	VERB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
2	boiling	boiling	NOUN	['E3-', 'O4.6+']
3	water	water	NOUN	['O1.2', 'W3/M4', 'B1', 'C1%']
4	over	over	ADP	['Z5']
5	tea	tea	NOUN	['F2']
6	bags	bag	NOUN	['F2']
7	in	in	ADP	['Z5']
8	a	a	DET	['Z5']
9	jar	jar	NOUN	['O2', 'E5-']
10	or	or	CCONJ	['Z5']
11	pitcher	pitcher	NOUN	['O2', 'K5.1/S2mf']
12	,	,	PUNCT	['PUNCT']
13	and	and	CCONJ	['Z5']
14	allow	allow	VERB	['S7.4+', 'S8+', 'X2.1']
15	to	to	PART	['Z5']
16	steep	steep	VERB	['A1.1.1', 'X2.3+']
17	for	for	ADP	['Z5']
18	minutes	minute	NOUN	['T1.3', 'Q1.2']
19	.	.	PUNCT	['PUNCT']
20	Remove	remove	VERB	['M2']
21	tea	tea	NOUN	['F2']
22	bags	bag	NOUN	['F2']
23	,	,	PUNCT	['PUNCT']
24	add	add	VERB	['N5+/A2.1', 'N2', 'A1.8+']
25	sugar	sugar	NOUN	['F1']
26	,	,	PUNCT	['PUNCT']
27	and	and	CCONJ	['Z5']
28	stir	stir	VERB	['A1.1.1', 'M1']
29	in	in	ADP	['Z5']
30	lime	lime	NOUN	['F1', 'O4.3', 'O1.1', 'L3']
31	juice	juice	NOUN	['F2', 'O1.2']
32	.	.	PUNCT	['PUNCT']
33	Adjust	adjust	VERB	['A2.1+']
34	the	the	DET	['Z5']
35	sweetness	sweetness	NOUN	['X3.1', 'O4.2+']
36	to	to	PART	['Z5']
37	suit	suit	VERB	['A5.4+']
38	your	your	PRON	['A5.4+']
39	taste	taste	NOUN	['X3.1', 'O4.2', 'E2+', 'X2.2']
40	and	and	CCONJ	['Z5']
41	cool	cool	ADJ	['O4.6-', 'S1.2.1-', 'O4.2+', 'E6+']
42	mixture	mixture	NOUN	['O1.1', 'A6.3+']
43	to	to	PART	['Z5']
44	room	room	VERB	['H4']
45	temperature	temperature	NOUN	['O4.6']
46	.	.	PUNCT	['PUNCT']
47	Drop	drop	VERB	['M2', 'M1', 'N5-/A2.1', 'O1.2/M1', 'B2-', 'T2-', 'A9-', 'A1.8-', 'X9.2-/K5', 'X3.2']
48	a	a	DET	['Z5']
49	lime	lime	NOUN	['F1', 'O4.3', 'O1.1', 'L3']
50	slice	slice	NOUN	['O2', 'N5.1-']
51	into	into	ADP	['Z5']
52	each	each	DET	['N6+']
53	ice	ice	NOUN	['N6+']
54	pop	pop	NOUN	['K2', 'X3.2', 'F2', 'S4m']
55	mold	mold	NOUN	['Z99']
56	.	.	PUNCT	['PUNCT']
57	Pour	pour	VERB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
58	in	in	ADP	['Z5']
59	mixture	mixture	NOUN	['O1.1', 'A6.3+']
60	,	,	PUNCT	['PUNCT']
61	leaving	leave	VERB	['M1', 'M2', 'A1.1.1', 'A1.9', 'A9-', 'T2-']
62	about	about	ADP	['Z5']
63	/	/	PUNCT	['PUNCT']
64	inch	inch	NOUN	['N3.7']
65	space	space	NOUN	['N3.6', 'W1', 'T1.3', 'Q1.2']
66	at	at	ADP	['Z5']
67	the	the	DET	['Z5']
68	top	top	NOUN	['M6', 'N4', 'N5.1+', 'O2', 'B5', 'K6', 'N5.1-']
69	.	.	PUNCT	['PUNCT']
70	Place	place	VERB	['M2', 'X2.2+', 'I3.1', 'Q2.2']
71	the	the	DET	['Z5']
72	sticks	stick	NOUN	['O2', 'B5', 'Q2.2', 'M7']
73	or	or	CCONJ	['Z5']
74	tops	top	VERB	['A11.1+', 'N5++', 'A5.1++']
75	in	in	ADP	['Z5']
76	and	and	CCONJ	['Z5']
77	freeze	freeze	VERB	['O4.6-', 'M8', 'T2-', 'E5-']
78	until	until	ADP	['Z5']
79	solid	solid	ADJ	['O1.1', 'O4.5', 'A5.1+', 'A5.3+', 'T2++']
80	,	,	PUNCT	['PUNCT']
81	to	to	ADP	['Z5']
82	hours	hour	NOUN	['T1.3']
83	.	.	PUNCT	['PUNCT']
84	Run	run	VERB	['M1/N3.8+', 'G1.2', 'G2.1-', 'X3.3', 'S7.1+', 'A1.1.1', 'T2++', 'M3', 'S4', 'A6.3+', 'K4']
85	some	some	DET	['N5', 'Z5']
86	warm	warm	ADJ	['O4.6+', 'O4.2+', 'S1.2.1+']
87	water	water	NOUN	['O1.2', 'W3/M4', 'B1', 'C1%']
88	over	over	ADP	['Z5']
89	the	the	DET	['Z5']
90	molds	mold	NOUN	['Z99']
91	to	to	PART	['Z5']
92	help	help	VERB	['S8+']
93	loosen	loosen	VERB	['A1.7-']
94	the	the	DET	['Z5']
95	ice	ice	NOUN	['O1.1']
96	pops	pop	NOUN	['X3.2', 'K2']
97	.	.	PUNCT	['PUNCT']

1	Preheat	preheat	NOUN	['Z99']
2	oven	oven	VERB	['O2/F1']
3	to	to	PART	['Z5']
4	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
5	F	F	PROPN	['Z5']
6	(	(	PUNCT	['PUNCT']
7	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
8	C	C	PROPN	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
9	)	)	PUNCT	['PUNCT']
10	.	.	PUNCT	['PUNCT']
11	Grease	grease	NOUN	['T1.3']
12	and	and	CCONJ	['T1.3']
13	flour	flour	NOUN	['T1.3']
14	a	a	DET	['Z5']
15	x	x	ADJ	['Z5']
16	-	-	ADJ	['Z99']
17	inch	inch	NOUN	['N3.7']
18	pan	pan	NOUN	['O2']
19	.	.	PUNCT	['PUNCT']
20	Beat	beat	VERB	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
21	together	together	ADV	['S5+', 'T1.1.2', 'M6']
22	the	the	DET	['Z5']
23	white	white	ADJ	['O4.3', 'G2.2+']
24	sugar	sugar	NOUN	['T1.3']
25	and	and	CCONJ	['T1.3']
26	butter	butter	NOUN	['T1.3']
27	.	.	PUNCT	['PUNCT']
28	Add	add	VERB	['N5+/A2.1', 'N2', 'A1.8+']
29	the	the	DET	['Z5']
30	eggs	egg	NOUN	['T1.3']
31	and	and	CCONJ	['T1.3']
32	teaspoon	teaspoon	NOUN	['T1.3']
33	vanilla	vanilla	NOUN	['O4.3', 'F1']
34	.	.	PUNCT	['PUNCT']
35	In	in	ADP	['Z5']
36	a	a	DET	['Z5']
37	separate	separate	ADJ	['A6.1-']
38	bowl	bowl	NOUN	['O2']
39	,	,	PUNCT	['PUNCT']
40	combine	combine	VERB	['A2.2', 'A1.8+', 'S5+c', 'F4']
41	the	the	DET	['Z5']
42	flour	flour	NOUN	['F1']
43	and	and	CCONJ	['Z5']
44	baking	bake	VERB	['F1']
45	powder	powder	NOUN	['F1']
46	.	.	PUNCT	['PUNCT']
47	Add	add	VERB	['N5+/A2.1', 'N2', 'A1.8+']
48	the	the	DET	['Z5']
49	flour	flour	NOUN	['F1']
50	mixture	mixture	NOUN	['O1.1', 'A6.3+']
51	alternately	alternately	ADV	['Z99']
52	with	with	ADP	['Z5']
53	the	the	DET	['Z5']
54	milk	milk	NOUN	['F2', 'O1.2']
55	.	.	PUNCT	['PUNCT']
56	Pour	pour	VERB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
57	the	the	DET	['Z5']
58	batter	batter	NOUN	['F1']
59	into	into	ADP	['Z5']
60	the	the	DET	['Z5']
61	prepared	prepared	ADJ	['X7+', 'O4.1']
62	pan	pan	NOUN	['O2']
63	and	and	CCONJ	['Z5']
64	bake	bake	VERB	['F1', 'O4.6']
65	in	in	ADP	['Z5']
66	the	the	DET	['Z5']
67	preheated	preheated	ADJ	['N4/O4.6+']
68	oven	oven	ADV	['O2/F1']
69	until	until	ADP	['Z5']
70	a	a	DET	['Z5']
71	toothpick	toothpick	NOUN	['B4']
72	inserted	insert	VERB	['A1.1.1']
73	in	in	ADP	['Z5']
74	the	the	DET	['Z5']
75	center	center	NOUN	['M6', 'H1c', 'M7c', 'G1.2c', 'K5.1mfn']
76	comes	come	VERB	['M1', 'N3.1', 'A2.2', 'A3+', 'X2.1', 'A9+', 'S4', 'N4', 'S3.2']
77	out	out	ADP	['Z5']
78	clean	clean	ADJ	['O4.2+', 'G2.2+']
79	,	,	PUNCT	['PUNCT']
80	about	about	ADP	['Z5']
81	minutes	minute	NOUN	['T1.3', 'Q1.2']
82	.	.	PUNCT	['PUNCT']
83	Cool	cool	ADJ	['O4.6-', 'S1.2.1-', 'O4.2+', 'E6+']
84	cake	cake	NOUN	['F1', 'I1.1']
85	completely	completely	ADV	['A13.2']
86	on	on	ADP	['Z5']
87	wire	wire	NOUN	['O2', 'O3', 'Q1.3']
88	rack	rack	NOUN	['O2', 'G2.1/O2', 'F1']
89	.	.	PUNCT	['PUNCT']
90	Combine	combine	VERB	['A2.2', 'A1.8+', 'S5+c', 'F4']
91	the	the	DET	['Z5']
92	brown	brown	ADJ	['F1']
93	sugar	sugar	NOUN	['F1']
94	,	,	PUNCT	['PUNCT']
95	egg	egg	NOUN	['F1']
96	whites	white	NOUN	['F1']
97	,	,	PUNCT	['PUNCT']
98	water	water	NOUN	['O1.2', 'W3/M4', 'B1', 'C1%']
99	,	,	PUNCT	['PUNCT']
100	and	and	CCONJ	['Z5']
101	salt	salt	NOUN	['F1', 'O1.1']
102	in	in	ADP	['Z5']
103	a	a	DET	['Z5']
104	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
105	-	-	PUNCT	['PUNCT']
106	proof	proof	NOUN	['A5.2+', 'Q4.1', 'F2']
107	bowl	bowl	NOUN	['O2']
108	.	.	PUNCT	['PUNCT']
109	Place	place	VERB	['M2', 'X2.2+', 'I3.1', 'Q2.2']
110	the	the	DET	['Z5']
111	bowl	bowl	NOUN	['O2']
112	over	over	ADP	['Z5']
113	a	a	DET	['Z5']
114	saucepan	saucepan	NOUN	['O2']
115	of	of	ADP	['Z5']
116	boiling	boiling	NOUN	['E3-', 'O4.6+']
117	water	water	NOUN	['O1.2', 'W3/M4', 'B1', 'C1%']
118	and	and	CCONJ	['Z5']
119	beat	beat	VERB	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
120	with	with	ADP	['Z5']
121	an	an	DET	['Z5']
122	electric	electric	ADJ	['O3']
123	mixer	mixer	NOUN	['O3', 'S1.1.3+/S2mf', 'F2', 'K3', 'A2.1+/S2mf']
124	.	.	PUNCT	['PUNCT']
125	Cook	cook	VERB	['F1']
126	the	the	DET	['Z5']
127	frosting	frosting	NOUN	['Z99']
128	,	,	PUNCT	['PUNCT']
129	beating	beat	VERB	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
130	constantly	constantly	ADV	['T2++']
131	,	,	PUNCT	['PUNCT']
132	for	for	ADP	['Z5']
133	minutes	minute	NOUN	['T1.3', 'Q1.2']
134	,	,	PUNCT	['PUNCT']
135	or	or	CCONJ	['Z5']
136	until	until	ADP	['Z5']
137	the	the	DET	['Z5']
138	frosting	frosting	NOUN	['Z99']
139	will	will	AUX	['T1.1.3']
140	stand	stand	VERB	['M6', 'M2', 'M8', 'M1', 'T2++', 'N3', 'A3+', 'X2.1', 'A7', 'G1.2', 'S8+', 'S7.4+', 'I2.2', 'S1.2.5+']
141	in	in	ADP	['Z5']
142	peaks	peak	NOUN	['N5.1+', 'A5.1+++', 'W3', 'B5']
143	.	.	PUNCT	['PUNCT']
144	Remove	remove	VERB	['M2']
145	from	from	ADP	['Z5']
146	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
147	and	and	CCONJ	['Z5']
148	add	add	VERB	['N5+/A2.1', 'N2', 'A1.8+']
149	teaspoon	teaspoon	NOUN	['O2', 'N5']
150	vanilla	vanilla	NOUN	['O4.3', 'F1']
151	.	.	PUNCT	['PUNCT']
152	Beat	beat	VERB	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
153	until	until	ADP	['Z5']
154	thick	thick	ADJ	['N3.7+', 'N3.2+', 'N5+', 'X9.1-', 'O4.5', 'A10-', 'A11.2+', 'O4.3@', 'O4.2-@']
155	.	.	PUNCT	['PUNCT']
156	Spread	spread	VERB	['A1.1.1', 'N3.6+/A2.1', 'N3.3+/A2.1', 'N5+/A2.1', 'N5', 'T1.3']
157	the	the	DET	['Z5']
158	frosting	frosting	NOUN	['Z99']
159	on	on	ADP	['Z5']
160	the	the	DET	['Z5']
161	cooled	cool	VERB	['O4.6-/A2.1', 'X5.2-/A2.1']
162	cake	cake	NOUN	['F1', 'I1.1']
163	.	.	PUNCT	['PUNCT']
164	To	to	PART	['Z5']
165	decorate	decorate	VERB	['O4.2+', 'C1/H1', 'S1.1.4+']
166	,	,	PUNCT	['PUNCT']
167	place	place	VERB	['M2', 'X2.2+', 'I3.1', 'Q2.2']
168	one	one	NUM	['N1']
169	large	large	ADJ	['N1']
170	raisin	raisin	NOUN	['F1']
171	in	in	ADP	['Z5']
172	each	each	DET	['N6+']
173	corner	corner	NOUN	['N6+']
174	.	.	PUNCT	['PUNCT']
175	Then	then	ADV	['N4', 'Z5', 'T1.2']
176	place	place	NOUN	['M7', 'H1', 'A1.2', 'P1']
177	toasted	toast	VERB	['F1', 'S1.1.1']
178	almonds	almond	NOUN	['L3', 'F1/L3']
179	,	,	PUNCT	['PUNCT']
180	toasted	toast	VERB	['F1', 'S1.1.1']
181	pecans	pecan	NOUN	['Z99']
182	,	,	PUNCT	['PUNCT']
183	and	and	CCONJ	['Z5']
184	red	red	ADJ	['O4.3', 'G1.2']
185	and	and	CCONJ	['Z5']
186	green	green	ADJ	['O4.3', 'W5', 'L3', 'X9.1-']
187	cherries	cherry	NOUN	['F1', 'L3']
188	all	all	ADV	['N5.1+']
189	over	over	ADP	['N5.1+']
190	the	the	DET	['Z5']
191	cake	cake	NOUN	['F1', 'I1.1']
192	.	.	PUNCT	['PUNCT']

1	Preheat	preheat	NOUN	['Z99']
2	oven	oven	VERB	['O2/F1']
3	to	to	PART	['Z5']
4	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
5	F	F	PROPN	['Z5']
6	.	.	PUNCT	['PUNCT']
7	Using	use	VERB	['A1.5.1', 'S7.1+']
8	a	a	DET	['Z5']
9	food	food	NOUN	['O2/F1']
10	processor	processor	NOUN	['O2/F1']
11	,	,	PUNCT	['PUNCT']
12	process	process	VERB	['A1.1.1', 'Y2', 'M1']
13	the	the	DET	['Z5']
14	graham	graham	PROPN	['T1.3']
15	crackers	cracker	NOUN	['T1.3']
16	into	into	ADP	['Z5']
17	fine	fine	ADJ	['A5.1+', 'A4.2+', 'O4.5', 'O4.1', 'W4', 'N3.2-']
18	crumbs	crumb	NOUN	['O2']
19	.	.	PUNCT	['PUNCT']
20	Cut	cut	VERB	['A1.1.1', 'N5-/A2.1', 'T2-', 'M1', 'Q4.3', 'K5.1', 'B1', 'F3']
21	each	each	DET	['N6+']
22	tortilla	tortilla	NOUN	['N6+']
23	into	into	ADP	['Z5']
24	equal	equal	ADJ	['A6.1+++']
25	size	size	NOUN	['N3.2', 'N5', 'N3.1', 'O4.1']
26	wedges	wedge	NOUN	['O2']
27	.	.	PUNCT	['PUNCT']
28	Dip	dip	NOUN	['O4.4', 'F1', 'O1', 'M4']
29	wedges	wedge	NOUN	['O2']
30	into	into	ADP	['Z5']
31	melted	melted	ADJ	['O4.6+']
32	butter	butter	NOUN	['F1']
33	and	and	CCONJ	['Z5']
34	then	then	ADV	['N4', 'Z5', 'T1.2']
35	into	into	ADP	['Z5']
36	cracker	cracker	NOUN	['O2', 'O4.2+/S2.1f', 'A5.1+', 'F1']
37	crumbs	crumb	NOUN	['O2']
38	.	.	PUNCT	['PUNCT']
39	Spread	spread	VERB	['A1.1.1', 'N3.6+/A2.1', 'N3.3+/A2.1', 'N5+/A2.1', 'N5', 'T1.3']
40	out	out	ADP	['Z5']
41	tortillas	tortilla	NOUN	['F1']
42	onto	onto	ADP	['Z5']
43	a	a	DET	['Z5']
44	baking	bake	VERB	['F1/O2']
45	sheet	sheet	NOUN	['F1/O2']
46	and	and	CCONJ	['Z5']
47	bake	bake	VERB	['F1', 'O4.6']
48	for	for	ADP	['Z5']
49	minutes	minute	NOUN	['T1.3', 'Q1.2']
50	.	.	PUNCT	['PUNCT']
51	Turn	turn	VERB	['M2', 'M1', 'O4.4', 'A1.1.1', 'A2.1+', 'O4.2-']
52	chips	chip	NOUN	['F1', 'Y2', 'O2', 'A1.1.2', 'K5.2/I1']
53	over	over	ADP	['Z5']
54	and	and	CCONJ	['Z5']
55	bake	bake	VERB	['F1', 'O4.6']
56	for	for	ADP	['Z5']
57	another	another	DET	['A6.1-', 'N5++']
58	minutes	minute	NOUN	['T1.3', 'Q1.2']
59	or	or	CCONJ	['Z5']
60	until	until	ADP	['Z5']
61	golden	golden	ADJ	['O4.3', 'A11.1+', 'A5.1+']
62	.	.	PUNCT	['PUNCT']
63	Pile	pile	NOUN	['N5+', 'O2', 'H1']
64	chips	chip	NOUN	['F1', 'Y2', 'O2', 'A1.1.2', 'K5.2/I1']
65	onto	onto	ADP	['Z5']
66	an	an	DET	['Z5']
67	oven	oven	ADJ	['O2/F1']
68	safe	safe	ADJ	['A15+', 'A7+']
69	platter	platter	NOUN	['F1']
70	,	,	PUNCT	['PUNCT']
71	drizzle	drizzle	VERB	['W4', 'M2']
72	with	with	ADP	['Z5']
73	chocolate	chocolate	NOUN	['F1']
74	sauce	sauce	NOUN	['F1']
75	and	and	CCONJ	['Z5']
76	sprinkle	sprinkle	VERB	['A1.1.1']
77	with	with	ADP	['Z5']
78	marshmallows	marshmallow	NOUN	['Z99']
79	.	.	PUNCT	['PUNCT']
80	(	(	PUNCT	['PUNCT']
81	Optional	Optional	PROPN	['S6-']
82	)	)	PUNCT	['PUNCT']
83	Return	Return	PROPN	['T1.3']
84	platter	platter	NOUN	['T1.3']
85	to	to	ADP	['Z5']
86	the	the	DET	['Z5']
87	oven	oven	PROPN	['O2/F1']
88	until	until	ADP	['Z5']
89	marshmallows	marshmallow	NOUN	['Z99']
90	are	be	AUX	['A3+', 'Z5']
91	lightly	lightly	ADV	['N6-', 'N3.5-', 'E3+', 'N5-', 'A12+']
92	browned	brown	VERB	['O4.3']
93	.	.	PUNCT	['PUNCT']

1	Preheat	preheat	NOUN	['Z99']
2	oven	oven	VERB	['O2/F1']
3	to	to	PART	['Z5']
4	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
5	F	F	PROPN	['Z5']
6	(	(	PUNCT	['PUNCT']
7	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
8	C	C	PROPN	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
9	)	)	PUNCT	['PUNCT']
10	.	.	PUNCT	['PUNCT']
11	Pour	pour	VERB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
12	apple	apple	NOUN	['F1']
13	pie	pie	NOUN	['F1']
14	filling	fill	VERB	['N5.1+', 'I3.1', 'Q1.2@']
15	into	into	ADP	['Z5']
16	a	a	DET	['Z5']
17	x	x	ADJ	['Z5']
18	-	-	ADJ	['Z99']
19	inch	inch	NOUN	['N3.7']
20	pan	pan	NOUN	['O2']
21	.	.	PUNCT	['PUNCT']
22	Sprinkle	sprinkle	VERB	['A1.1.1']
23	cake	cake	NOUN	['F1']
24	mix	mix	NOUN	['F1']
25	over	over	ADP	['Z5']
26	apples	apple	NOUN	['L3', 'F1']
27	.	.	PUNCT	['PUNCT']
28	Drizzle	Drizzle	PROPN	['W4', 'M2']
29	melted	melt	VERB	['O4.6']
30	butter	butter	NOUN	['F1']
31	on	on	ADP	['S7.1+', 'M6', 'N5++']
32	top	top	NOUN	['S7.1+', 'M6', 'N5++']
33	,	,	PUNCT	['PUNCT']
34	stirring	stir	VERB	['A1.1.1', 'M1']
35	slightly	slightly	ADV	['A13.6']
36	to	to	PART	['Z5']
37	evenly	evenly	ADV	['N6+', 'A6.1+']
38	moisten	moisten	VERB	['O4.1/O1.2']
39	dry	dry	ADJ	['O1.2-', 'F2-', 'X3.1', 'X9.1+', 'X5.2-', 'N5-', 'Q2.1/N5-']
40	cake	cake	NOUN	['F1', 'I1.1']
41	batter	batter	NOUN	['F1']
42	.	.	PUNCT	['PUNCT']
43	Bake	bake	NOUN	['F1', 'O4.6']
44	minutes	minute	NOUN	['T1.3', 'Q1.2']
45	.	.	PUNCT	['PUNCT']
46	Serve	serve	VERB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
47	hot	hot	ADJ	['O4.6+', 'X9.1+', 'O4.2+', 'X5.2+', 'G2.1-', 'A12-', 'S7.3+', 'E6-', 'A7+++']
48	or	or	CCONJ	['Z5']
49	cold	cold	ADJ	['O4.6-', 'S1.2.1-', 'E1-', 'A1.1.1']
50	.	.	PUNCT	['PUNCT']

1	Beat	beat	VERB	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
2	the	the	DET	['Z5']
3	margarine	margarine	NOUN	['F1']
4	,	,	PUNCT	['PUNCT']
5	brown	brown	ADJ	['F1']
6	sugar	sugar	NOUN	['F1']
7	,	,	PUNCT	['PUNCT']
8	and	and	CCONJ	['Z5']
9	/	/	SYM	['Z99']
10	cup	cup	PROPN	['Z1mf', 'Z3c']
11	white	white	PROPN	['Z1mf', 'Z3c']
12	sugar	sugar	PROPN	['Z1mf', 'Z3c']
13	with	with	ADP	['Z5']
14	an	an	DET	['Z5']
15	electric	electric	ADJ	['O3']
16	mixer	mixer	NOUN	['O3', 'S1.1.3+/S2mf', 'F2', 'K3', 'A2.1+/S2mf']
17	in	in	ADP	['Z5']
18	a	a	DET	['Z5']
19	large	large	ADJ	['N3.2+', 'N5+', 'A11.1+']
20	bowl	bowl	NOUN	['O2']
21	until	until	ADP	['Z5']
22	smooth	smooth	ADJ	['O4.5']
23	.	.	PUNCT	['PUNCT']
24	Beat	beat	VERB	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
25	in	in	ADP	['Z5']
26	the	the	DET	['Z5']
27	egg	egg	NOUN	['T1.3']
28	and	and	CCONJ	['T1.3']
29	vanilla	vanilla	NOUN	['T1.3']
30	extract	extract	NOUN	['N5-', 'O1', 'Q4.2']
31	.	.	PUNCT	['PUNCT']
32	Mix	mix	VERB	['A2.1+', 'S1.1.3+', 'K3']
33	in	in	ADP	['Z5']
34	the	the	DET	['Z5']
35	flour	flour	NOUN	['F1']
36	/	/	SYM	['Z99']
37	cup	cup	NOUN	['O2', 'S7.3+', 'A5.1+/O2']
38	at	at	ADP	['T1.1.2']
39	a	a	DET	['T1.1.2']
40	time	time	NOUN	['T1.1.2']
41	,	,	PUNCT	['PUNCT']
42	then	then	ADV	['N4', 'Z5', 'T1.2']
43	stir	stir	VERB	['A1.1.1', 'M1']
44	in	in	ADP	['Z5']
45	salt	salt	NOUN	['F1', 'O1.1']
46	until	until	ADP	['Z5']
47	just	just	ADV	['A14', 'T3---', 'T1.3-', 'N3.3---']
48	incorporated	incorporate	VERB	['A1.8+', 'S5+']
49	.	.	PUNCT	['PUNCT']
50	Fold	fold	VERB	['A1.1.1', 'T2-']
51	in	in	ADP	['Z5']
