Index	Text	Lemma	POS
21	margarine	margarine	NN
22	and	and	CC
23	sugar	sugar	NN
24	till	till	IN
25	light	light	NN
26	and	and	CC
27	fluffy	fluffy	JJ
28	.	.	.
29	Add	add	VB
30	eggs	egg	NNS
31	and	and	CC
32	beat	beat	VBD
33	well	well	RB
34	.	.	.
35	Mix	mix	VB
36	together	together	RB
37	flour	flour	NN
38	and	and	CC
39	baking	baking	NN
40	soda	soda	NN
41	;	;	:
42	blend	blend	NN
43	into	into	IN
44	creamed	cream	VBN
45	mixture	mixture	NN
46	.	.	.
47	Fold	fold	VB
48	in	in	IN
49	buttermilk	buttermilk	NN
50	,	,	,
51	vanilla	vanilla	NN
52	,	,	,
53	mango	mango	NN
54	puree	puree	NN
55	,	,	,
56	and	and	CC
57	chopped	chop	VBD
58	nuts	nut	NNS
59	.	.	.
60	Pour	pour	VB
61	batter	batter	NN
62	into	into	IN
63	prepared	prepared	JJ
64	pan	pan	NN
65	.	.	.
66	Bake	bake	VB
67	for	for	IN
68	to	to	IN
69	minutes	minute	NNS
70	,	,	,
71	or	or	CC
72	until	until	IN
73	done	do	VBN
74	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	Grease	grease	NN
12	and	and	CC
13	flour	flour	NN
14	an	a	DT
15	x	x	NN
16	inch	inch	NN
17	pan	pan	NN
18	.	.	.
19	In	in	IN
20	a	a	DT
21	medium	medium	JJ
22	bowl	bowl	NN
23	,	,	,
24	sift	sift	VB
25	together	together	RB
26	flour	flour	NN
27	,	,	,
28	baking	bake	VBG
29	soda	soda	NN
30	,	,	,
31	salt	salt	NN
32	and	and	CC
33	cinnamon	cinnamon	NN
34	.	.	.
35	Set	set	VB
36	aside	aside	RB
37	.	.	.
38	In	in	IN
39	a	a	DT
40	large	large	JJ
41	bowl	bowl	NN
42	,	,	,
43	combine	combine	VB
44	eggs	egg	NNS
45	,	,	,
46	buttermilk	buttermilk	NN
47	,	,	,
48	oil	oil	NN
49	,	,	,
50	sugar	sugar	NN
51	and	and	CC
52	vanilla	vanilla	NN
53	.	.	.
54	Mix	mix	VB
55	well	well	RB
56	.	.	.
57	Add	add	VB
58	flour	flour	NN
59	mixture	mixture	NN
60	and	and	CC
61	mix	mix	VB
62	well	well	RB
63	.	.	.
64	In	in	IN
65	a	a	DT
66	medium	medium	JJ
67	bowl	bowl	NN
68	,	,	,
69	combine	combine	VB
70	shredded	shredded	JJ
71	carrots	carrot	NNS
72	,	,	,
73	coconut	coconut	NN
74	,	,	,
75	walnuts	walnut	NNS
76	,	,	,
77	pineapple	pineapple	NN
78	and	and	CC
79	raisins	raisin	NNS
80	.	.	.
81	Using	use	VBG
82	a	a	DT
83	large	large	JJ
84	wooden	wooden	JJ
85	spoon	spoon	NN
86	or	or	CC
87	a	a	DT
88	very	very	RB
89	heavy	heavy	RB
90	whisk	whisk	VB
91	,	,	,
92	add	add	VB
93	carrot	carrot	NN
94	mixture	mixture	NN
95	to	to	IN
96	batter	batter	NN
97	and	and	CC
98	fold	fold	VB
99	in	in	RB
100	well	well	RB
101	.	.	.
102	Pour	pour	VB
103	into	into	IN
104	prepared	prepared	JJ
105	x	x	NN
106	inch	inch	NN
107	pan	pan	NN
108	,	,	,
109	and	and	CC
110	bake	bake	VBP
111	at	at	IN
112	degrees	degree	NNS
113	F	f	NN
114	(	(	-LRB-
115	degrees	degree	NNS
116	C	c	NN
117	)	)	-RRB-
118	for	for	IN
119	hour	hour	NN
120	.	.	.
121	Check	check	VB
122	with	with	IN
123	toothpick	toothpick	NN
124	.	.	.
125	Allow	allow	VB
126	to	to	TO
127	cool	cool	VB
128	for	for	IN
129	at	at	RB
130	least	least	RBS
131	minutes	minute	NNS
132	before	before	IN
133	serving	serve	VBG
134	.	.	.

1	Preheat	preheat	VB
2	the	the	DT
3	oven	oven	NN
4	to	to	IN
5	degrees	degree	NNS
6	F	f	NN
7	(	(	-LRB-
8	degrees	degree	NNS
9	C	c	NN
10	)	)	-RRB-
11	.	.	.
12	Grease	grease	NN
13	a	a	DT
14	cookie	cookie	NN
15	sheet	sheet	NN
16	.	.	.
17	In	in	IN
18	a	a	DT
19	large	large	JJ
20	bowl	bowl	NN
21	,	,	,
22	mix	mix	VB
23	together	together	RB
24	oil	oil	NN
25	,	,	,
26	sugar	sugar	NN
27	,	,	,
28	eggs	egg	NNS
29	,	,	,
30	and	and	CC
31	molasses	molasses	NNS
32	.	.	.
33	In	in	IN
34	another	another	DT
35	bowl	bowl	NN
36	,	,	,
37	combine	combine	VB
38	flours	flour	NNS
39	,	,	,
40	baking	bake	VBG
41	powder	powder	NN
42	,	,	,
43	ginger	ginger	NN
44	,	,	,
45	cinnamon	cinnamon	NN
46	,	,	,
47	cloves	clove	NNS
48	,	,	,
49	and	and	CC
50	nutmeg	nutmeg	NN
51	;	;	:
52	mix	mix	NN
53	into	into	IN
54	egg	egg	NN
55	mixture	mixture	NN
56	to	to	TO
57	form	form	VB
58	a	a	DT
59	stiff	stiff	JJ
60	dough	dough	NN
61	.	.	.
62	Divide	divide	VB
63	dough	dough	NN
64	in	in	IN
65	half	half	NN
66	,	,	,
67	and	and	CC
68	shape	shape	VB
69	each	each	DT
70	half	half	NN
71	into	into	IN
72	a	a	DT
73	roll	roll	NN
74	the	the	DT
75	length	length	NN
76	of	of	IN
77	the	the	DT
78	cookie	cookie	NN
79	.	.	.
80	Place	place	VB
81	rolls	roll	NNS
82	on	on	IN
83	cookie	cookie	NN
84	sheet	sheet	NN
85	,	,	,
86	and	and	CC
87	pat	pat	VB
88	down	down	RP
89	to	to	IN
90	flatten	flatten	VB
91	the	the	DT
92	dough	dough	NN
93	to	to	TO
94	/	/	HYPH
95	inch	inch	NN
96	thickness	thickness	NN
97	.	.	.
98	Bake	bake	VB
99	in	in	IN
100	preheated	preheated	JJ
101	oven	oven	NN
102	for	for	IN
103	minutes	minute	NNS
104	.	.	.
105	Remove	remove	VB
106	from	from	IN
107	oven	oven	NN
108	,	,	,
109	and	and	CC
110	set	set	VBN
111	aside	aside	RB
112	to	to	TO
113	cool	cool	VB
114	.	.	.
115	When	when	WRB
116	cool	cool	JJ
117	enough	enough	JJ
118	to	to	TO
119	touch	touch	VB
120	,	,	,
121	cut	cut	VB
122	into	into	IN
123	/	/	HYPH
124	inch	inch	NN
125	thick	thick	JJ
126	diagonal	diagonal	JJ
127	slices	slice	NNS
128	.	.	.
129	Place	place	VB
130	sliced	slice	VBN
131	biscotti	biscotti	NN
132	on	on	IN
133	cookie	cookie	NN
134	sheet	sheet	NN
135	,	,	,
136	and	and	CC
137	bake	bake	VBP
138	an	a	DT
139	additional	additional	JJ
140	to	to	IN
141	minutes	minute	NNS
142	on	on	IN
143	each	each	DT
144	side	side	NN
145	,	,	,
146	or	or	CC
147	until	until	IN
148	toasted	toast	VBN
149	and	and	CC
150	crispy	crispy	JJ
151	.	.	.

1	Sprinkle	sprinkle	VB
2	a	a	DT
3	flat	flat	JJ
4	work	work	NN
5	surface	surface	NN
6	with	with	IN
7	/	/	SYM
8	cup	cup	NN
9	sugar	sugar	NN
10	;	;	:
11	unfold	unfold	VB
12	puff	puff	NN
13	pastry	pastry	NN
14	over	over	IN
15	sugar	sugar	NN
16	and	and	CC
17	roll	roll	VB
18	out	out	RP
19	to	to	IN
20	a	a	DT
21	x-inch	x-inch	NN
22	rectangle	rectangle	NN
23	.	.	.
24	Brush	Brush	NNP
25	pastry	pastry	NN
26	with	with	IN
27	butter	butter	NN
28	.	.	.
29	Mix	mix	VB
30	/	/	HYPH
31	cup	cup	NN
32	sugar	sugar	NN
33	,	,	,
34	cinnamon	cinnamon	NN
35	,	,	,
36	and	and	CC
37	cardamom	cardamom	NN
38	in	in	IN
39	a	a	DT
40	small	small	JJ
41	bowl	bowl	NN
42	;	;	:
43	sprinkle	sprinkle	VB
44	evenly	evenly	RB
45	over	over	IN
46	buttered	butter	VBN
47	pastry	pastry	NN
48	.	.	.
49	Starting	start	VBG
50	with	with	IN
51	a	a	DT
52	long	long	JJ
53	edge	edge	NN
54	of	of	IN
55	the	the	DT
56	pastry	pastry	NN
57	,	,	,
58	roll	roll	NN
59	pastry	pastry	NN
60	tightly	tightly	RB
61	around	around	IN
62	filling	fill	VBG
63	,	,	,
64	stopping	stop	VBG
65	in	in	IN
66	the	the	DT
67	middle	middle	NN
68	.	.	.
69	Repeat	repeat	VB
70	with	with	IN
71	the	the	DT
72	opposite	opposite	JJ
73	edge	edge	NN
74	,	,	,
75	meeting	meet	VBG
76	the	the	DT
77	first	first	JJ
78	roll	roll	NN
79	.	.	.
80	Put	put	VB
81	a	a	DT
82	little	little	JJ
83	water	water	NN
84	onto	onto	IN
85	your	you	PRP$
86	finger	finger	NN
87	and	and	CC
88	dot	dot	NN
89	along	along	IN
90	the	the	DT
91	long	long	JJ
92	edges	edge	NNS
93	that	that	WDT
94	come	come	VBP
95	together	together	RB
96	;	;	:
97	press	press	NN
98	gently	gently	RB
99	so	so	IN
100	the	the	DT
101	two	two	CD
102	rolled	roll	VBD
103	edges	edge	NNS
104	stay	stay	VB
105	together	together	RB
106	.	.	.
107	Refrigerate	refrigerate	VB
108	until	until	IN
109	slightly	slightly	RB
110	firm	firm	JJ
111	,	,	,
112	to	to	IN
113	minutes	minute	NNS
114	.	.	.
115	Preheat	preheat	JJ
116	oven	oven	NN
117	to	to	IN
118	degrees	degree	NNS
119	F	f	NN
120	(	(	-LRB-
121	degrees	degree	NNS
122	C	c	NN
123	)	)	-RRB-
124	.	.	.
125	Line	line	NN
126	a	a	DT
127	baking	baking	NN
128	sheet	sheet	NN
129	with	with	IN
130	parchment	parchment	NN
131	paper	paper	NN
132	.	.	.
133	Cut	cut	VB
134	pastry	pastry	NN
135	into	into	IN
136	/	/	HYPH
137	inch	inch	NN
138	slices	slice	NNS
139	.	.	.
140	Arrange	arrange	VB
141	slices	slice	NNS
142	on	on	IN
143	prepared	prepared	JJ
144	baking	baking	NN
145	sheet	sheet	NN
146	about	about	IN
147	inch	inch	NN
148	apart	apart	RB
149	.	.	.
150	Bake	bake	VB
151	in	in	IN
152	preheated	preheated	JJ
153	oven	oven	NN
154	until	until	IN
155	golden	golden	JJ
156	and	and	CC
157	crisp	crisp	JJ
158	,	,	,
159	about	about	IN
160	minutes	minute	NNS
161	.	.	.
162	Allow	allow	VB
163	cookies	cookie	NNS
164	to	to	TO
165	rest	rest	VB
166	on	on	IN
167	baking	bake	VBG
168	sheet	sheet	NN
169	for	for	IN
170	minute	minute	NN
171	before	before	IN
172	transferring	transfer	VBG
173	to	to	IN
174	a	a	DT
175	wire	wire	NN
176	rack	rack	NN
177	to	to	TO
178	cool	cool	VB
179	completely	completely	RB
180	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	Spray	spray	NN
12	one	one	CD
13	inch	inch	NN
14	bundt	bundt	NN
15	pan	pan	NN
16	with	with	IN
17	non-stick	non-stick	JJ
18	cooking	cooking	NN
19	spray	spray	NN
20	.	.	.
21	Combine	combine	VB
22	the	the	DT
23	cake	cake	NN
24	mix	mix	NN
25	,	,	,
26	instant	instant	JJ
27	vanilla	vanilla	NN
28	pudding	pudding	NN
29	,	,	,
30	eggs	egg	NNS
31	,	,	,
32	milk	milk	NN
33	,	,	,
34	oil	oil	NN
35	,	,	,
36	Southern	Southern	NNP
37	Comfort	Comfort	NNP
38	and	and	CC
39	chopped	chop	VBD
40	walnuts	walnut	NNS
41	.	.	.
42	Beat	beat	NN
43	for	for	IN
44	minutes	minute	NNS
45	.	.	.
46	Then	then	RB
47	pour	pour	VB
48	batter	batter	NN
49	into	into	IN
50	the	the	DT
51	prepared	prepared	JJ
52	pan	pan	NN
53	.	.	.
54	Bake	bake	VB
55	at	at	IN
56	degrees	degree	NNS
57	F	f	NN
58	(	(	-LRB-
59	degrees	degree	NNS
60	C	c	NN
61	)	)	-RRB-
62	for	for	IN
63	hour	hour	NN
64	to	to	IN
65	hour	hour	NN
66	and	and	CC
67	minutes	minute	NNS
68	or	or	CC
69	until	until	IN
70	a	a	DT
71	toothpick	toothpick	NN
72	inserted	insert	VBN
73	in	in	IN
74	the	the	DT
75	cake	cake	NN
76	comes	come	VBZ
77	out	out	RP
78	clean	clean	JJ
79	.	.	.
80	Let	let	VB
81	cake	cake	NN
82	cool	cool	JJ
83	in	in	IN
84	pan	pan	NN
85	for	for	IN
86	minutes	minute	NNS
87	then	then	RB
88	invert	invert	VB
89	onto	onto	IN
90	a	a	DT
91	cake	cake	NN
92	dish	dish	NN
93	and	and	CC
94	enjoy	enjoy	VB
95	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	Grease	grease	NN
12	and	and	CC
13	flour	flour	NN
14	a	a	DT
15	inch	inch	NN
16	Bundt	bundt	NN
17	pan	pan	NN
18	.	.	.
19	Sift	sift	VB
20	together	together	RB
21	the	the	DT
22	flour	flour	NN
23	,	,	,
24	baking	bake	VBG
25	powder	powder	NN
26	,	,	,
27	salt	salt	NN
28	,	,	,
29	cinnamon	cinnamon	NN
30	,	,	,
31	cloves	clove	NNS
32	and	and	CC
33	nutmeg	nutmeg	NN
34	.	.	.
35	Set	set	VB
36	aside	aside	RB
37	.	.	.
38	In	in	IN
39	a	a	DT
40	large	large	JJ
41	bowl	bowl	NN
42	,	,	,
43	cream	cream	NN
44	together	together	RB
45	the	the	DT
46	shortening	shortening	NN
47	and	and	CC
48	sugar	sugar	NN
49	until	until	IN
50	light	light	NN
51	and	and	CC
52	fluffy	fluffy	JJ
53	.	.	.
54	Beat	beat	NN
55	in	in	IN
56	the	the	DT
57	eggs	egg	NNS
58	one	one	CD
59	at	at	IN
60	a	a	DT
61	time	time	NN
62	.	.	.
63	Add	add	VB
64	the	the	DT
65	flour	flour	NN
66	mixture	mixture	NN
67	alternately	alternately	RB
68	with	with	IN
69	the	the	DT
70	potatoes	potato	NNS
71	and	and	CC
72	milk	milk	NN
73	.	.	.
74	Stir	stir	VB
75	in	in	IN
76	nuts	nut	NNS
77	and	and	CC
78	raisins	raisin	NNS
79	.	.	.
80	Pour	pour	VB
81	into	into	IN
82	a	a	DT
83	inch	inch	NN
84	Bundt	bundt	NN
85	pan	pan	NN
86	.	.	.
87	Bake	bake	VB
88	in	in	IN
89	the	the	DT
90	preheated	preheated	JJ
91	oven	oven	NN
92	for	for	IN
93	to	to	IN
94	minutes	minute	NNS
95	,	,	,
96	or	or	CC
97	until	until	IN
98	a	a	DT
99	toothpick	toothpick	NN
100	inserted	insert	VBN
101	into	into	IN
102	the	the	DT
103	cake	cake	NN
104	comes	come	VBZ
105	out	out	RP
106	clean	clean	JJ
107	.	.	.

1	In	in	IN
2	a	a	DT
3	large	large	JJ
4	bowl	bowl	NN
5	,	,	,
6	cream	cream	NN
7	together	together	RB
8	the	the	DT
9	margarine	margarine	NN
10	and	and	CC
11	sugar	sugar	NN
12	until	until	IN
13	smooth	smooth	JJ
14	.	.	.
15	Stir	stir	VB
16	in	in	IN
17	the	the	DT
18	oats	oats	NNS
19	,	,	,
20	cocoa	cocoa	NN
21	and	and	CC
22	vanilla	vanilla	NN
23	until	until	IN
24	well	well	UH
25	blended	blended	JJ
26	then	then	RB
27	stir	stir	VBP
28	in	in	IN
29	the	the	DT
30	coffee	coffee	NN
31	.	.	.
32	Roll	roll	VB
33	the	the	DT
34	dough	dough	NN
35	into	into	IN
36	balls	ball	NNS
37	slightly	slightly	RB
38	smaller	small	JJR
39	than	than	IN
40	a	a	DT
41	ping	ping	NN
42	pong	pong	NN
43	ball	ball	NN
44	.	.	.
45	Pour	pour	VB
46	the	the	DT
47	pearl	pearl	NN
48	sugar	sugar	NN
49	into	into	IN
50	a	a	DT
51	saucer	saucer	NN
52	and	and	CC
53	roll	roll	VB
54	the	the	DT
55	balls	ball	NNS
56	in	in	IN
57	the	the	DT
58	sugar	sugar	NN
59	.	.	.
60	Refrigerate	refrigerate	VB
61	cookies	cookie	NNS
62	for	for	IN
63	hour	hour	NN
64	before	before	IN
65	serving	serve	VBG
66	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	Grease	Grease	NNP
12	an	a	DT
13	x	x	NN
14	inch	inch	NN
15	baking	baking	NN
16	pan	pan	NN
17	.	.	.
18	In	in	IN
19	a	a	DT
20	medium-size	medium-size	JJ
21	mixing	mix	VBG
22	bowl	bowl	NN
23	,	,	,
24	blend	blend	NN
25	eggs	egg	NNS
26	,	,	,
27	sugar	sugar	NN
28	,	,	,
29	and	and	CC
30	butter	butter	NN
31	.	.	.
32	Mix	mix	VB
33	in	in	IN
34	matzo	matzo	NN
35	meal	meal	NN
36	,	,	,
37	cocoa	cocoa	NN
38	powder	powder	NN
39	and	and	CC
40	walnuts	walnut	NNS
41	(	(	-LRB-
42	if	if	IN
43	desired	desire	VBN
44	)	)	-RRB-
45	.	.	.
46	Transfer	transfer	NN
47	batter	batter	NN
48	to	to	IN
49	prepared	prepared	JJ
50	baking	baking	NN
51	pan	pan	NN
52	.	.	.
53	Bake	bake	VB
54	at	at	IN
55	degrees	degree	NNS
56	F	f	NN
57	(	(	-LRB-
58	degrees	degree	NNS
59	C	c	NN
60	)	)	-RRB-
61	for	for	IN
62	minutes	minute	NNS
63	.	.	.
64	In	in	IN
65	a	a	DT
66	small	small	JJ
67	mixing	mix	VBG
68	bowl	bowl	NN
69	,	,	,
70	blend	blend	NN
71	chocolate	chocolate	NN
72	,	,	,
73	butter	butter	NN
74	or	or	CC
75	margarine	margarine	NN
76	and	and	CC
77	water	water	NN
78	.	.	.
79	Spread	spread	NN
80	over	over	IN
81	cooled	cool	VBN
82	brownies	brownie	NNS
83	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	Grease	grease	NN
12	and	and	CC
13	flour	flour	NN
14	inch	inch	NN
15	cake	cake	NN
16	pans	pan	NNS
17	.	.	.
18	In	in	IN
19	a	a	DT
20	bowl	bowl	NN
21	,	,	,
22	sift	sift	VB
23	together	together	RB
24	the	the	DT
25	cake	cake	NN
26	flour	flour	NN
27	,	,	,
28	chocolate	chocolate	NN
29	pudding	pudding	NN
30	mix	mix	NN
31	,	,	,
32	cocoa	cocoa	NN
33	powder	powder	NN
34	,	,	,
35	and	and	CC
36	salt	salt	NN
37	.	.	.
38	In	in	IN
39	a	a	DT
40	large	large	JJ
41	bowl	bowl	NN
42	,	,	,
43	beat	beat	NN
44	/	/	HYPH
45	cup	cup	NN
46	of	of	IN
47	butter	butter	NN
48	with	with	IN
49	/	/	SYM
50	cup	cup	NN
51	of	of	IN
52	sugar	sugar	NN
53	with	with	IN
54	an	a	DT
55	electric	electric	JJ
56	mixer	mixer	NN
57	until	until	IN
58	creamy	creamy	JJ
59	;	;	:
60	beat	beat	VB
61	the	the	DT
62	eggs	egg	NNS
63	in	in	IN
64	,	,	,
65	one	one	CD
66	at	at	IN
67	a	a	DT
68	time	time	NN
69	,	,	,
70	and	and	CC
71	beat	beat	VB
72	until	until	IN
73	the	the	DT
74	mixture	mixture	NN
75	is	be	VBZ
76	fluffy	fluffy	JJ
77	,	,	,
78	about	about	IN
79	minute	minute	NN
80	.	.	.
81	Beat	beat	NN
82	in	in	IN
83	the	the	DT
84	flour	flour	NN
85	mixture	mixture	NN
86	,	,	,
87	alternating	alternate	VBG
88	with	with	IN
89	buttermilk	buttermilk	NN
90	,	,	,
91	in	in	IN
92	several	several	JJ
93	additions	addition	NNS
94	.	.	.
95	Mix	mix	VB
96	in	in	IN
97	teaspoon	teaspoon	NN
98	of	of	IN
99	vanilla	vanilla	NN
100	extract	extract	NN
101	and	and	CC
102	the	the	DT
103	red	red	JJ
104	food	food	NN
105	color	color	NN
106	until	until	IN
107	the	the	DT
108	batter	batter	NN
109	is	be	VBZ
110	uniformly	uniformly	RB
111	colored	color	VBN
112	.	.	.
113	In	in	IN
114	a	a	DT
115	bowl	bowl	NN
116	,	,	,
117	stir	stir	VB
118	the	the	DT
119	baking	baking	JJ
120	soda	soda	NN
121	with	with	IN
122	vinegar	vinegar	NN
123	,	,	,
124	and	and	CC
125	gently	gently	RB
126	fold	fold	VB
127	the	the	DT
128	foamy	foamy	JJ
129	mixture	mixture	NN
130	gently	gently	RB
131	into	into	IN
132	the	the	DT
133	batter	batter	NN
134	.	.	.
135	Pour	pour	VB
136	the	the	DT
137	batter	batter	NN
138	into	into	IN
139	the	the	DT
140	prepared	prepared	JJ
141	cake	cake	NN
142	pans	pan	NNS
143	.	.	.
144	Bake	bake	VB
145	in	in	IN
146	the	the	DT
147	preheated	preheated	JJ
148	oven	oven	NN
149	until	until	IN
150	a	a	DT
151	toothpick	toothpick	NN
152	inserted	insert	VBN
153	into	into	IN
154	the	the	DT
155	center	center	NN
156	of	of	IN
157	a	a	DT
158	cake	cake	NN
159	comes	come	VBZ
160	out	out	RP
161	clean	clean	JJ
162	or	or	CC
163	with	with	IN
164	moist	moist	JJ
165	crumbs	crumb	NNS
166	,	,	,
167	about	about	IN
168	minutes	minute	NNS
169	.	.	.
170	Allow	allow	VB
171	to	to	TO
172	cool	cool	VB
173	completely	completely	RB
174	before	before	IN
175	frosting	frosting	NN
176	.	.	.
177	For	for	IN
178	frosting	frosting	NN
179	,	,	,
180	place	place	NN
181	all-purpose	all-purpose	NN
182	flour	flour	NN
183	in	in	IN
184	a	a	DT
185	saucepan	saucepan	NN
186	,	,	,
187	and	and	CC
188	gradually	gradually	RB
189	whisk	whisk	VBP
190	milk	milk	NN
191	into	into	IN
192	the	the	DT
193	flour	flour	NN
194	,	,	,
195	about	about	IN
196	tablespoons	tablespoon	NNS
197	at	at	IN
198	a	a	DT
199	time	time	NN
200	,	,	,
201	until	until	IN
202	smoothly	smoothly	RB
203	combined	combine	VBN
204	.	.	.
205	Bring	bring	VB
206	the	the	DT
207	mixture	mixture	NN
208	to	to	IN
209	a	a	DT
210	simmer	simmer	VB
211	over	over	IN
212	medium-low	medium-low	JJ
213	heat	heat	NN
214	,	,	,
215	whisking	whisk	VBG
216	constantly	constantly	RB
217	until	until	IN
218	thickened	thicken	VBN
219	and	and	CC
220	smooth	smooth	JJ
221	;	;	:
222	allow	allow	VB
223	to	to	TO
224	cool	cool	VB
225	completely	completely	RB
226	.	.	.
227	Beat	beat	NN
228	cup	cup	NN
229	of	of	IN
230	sugar	sugar	NN
231	and	and	CC
232	cup	cup	NN
233	of	of	IN
234	butter	butter	NN
235	in	in	IN
236	a	a	DT
237	bowl	bowl	NN
238	with	with	IN
239	an	a	DT
240	electric	electric	JJ
241	mixer	mixer	NN
242	until	until	IN
243	fluffy	fluffy	JJ
244	,	,	,
245	about	about	IN
246	minute	minute	NN
247	,	,	,
248	and	and	CC
249	gradually	gradually	RB
250	beat	beat	VBN
251	in	in	IN
252	the	the	DT
253	cooled	cool	VBN
254	milk	milk	NN
255	mixture	mixture	NN
256	;	;	:
257	add	add	VB
258	teaspoon	teaspoon	NN
259	of	of	IN
260	vanilla	vanilla	NN
261	extract	extract	NN
262	.	.	.
263	Beat	beat	NN
264	the	the	DT
265	frosting	frosting	NN
266	until	until	IN
267	fluffy	fluffy	JJ
268	and	and	CC
269	spreadable	spreadable	JJ
270	,	,	,
271	to	to	IN
272	more	more	RBR
273	minutes	minute	NNS
274	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	Lightly	lightly	RB
12	grease	grease	VBP
13	a	a	DT
14	x	x	NN
15	inch	inch	NN
16	baking	baking	NN
17	dish	dish	NN
18	.	.	.
19	In	in	IN
20	a	a	DT
21	medium	medium	JJ
22	bowl	bowl	NN
23	,	,	,
24	cream	cream	NN
25	the	the	DT
26	white	white	JJ
27	sugar	sugar	NN
28	and	and	CC
29	shortening	shortening	NN
30	together	together	RB
31	.	.	.
32	Stir	stir	VB
33	in	in	IN
34	the	the	DT
35	molasses	molasses	NNS
36	and	and	CC
37	honey	honey	NN
38	.	.	.
39	Sift	sift	VB
40	together	together	RB
41	the	the	DT
42	flour	flour	NN
43	,	,	,
44	baking	bake	VBG
45	soda	soda	NN
46	,	,	,
47	cinnamon	cinnamon	NN
48	,	,	,
49	ginger	ginger	NN
50	,	,	,
51	and	and	CC
52	cloves	clove	NNS
53	;	;	:
54	add	add	VB
55	to	to	IN
56	the	the	DT
57	creamed	cream	VBN
58	mixture	mixture	NN
59	and	and	CC
60	mix	mix	NN
61	until	until	IN
62	well	well	UH
63	blended	blended	JJ
64	.	.	.
65	Finally	finally	RB
66	,	,	,
67	stir	stir	NN
68	in	in	IN
69	the	the	DT
70	raisins	raisin	NNS
71	.	.	.
72	Press	press	VB
73	the	the	DT
74	batter	batter	NN
75	evenly	evenly	RB
76	into	into	IN
77	the	the	DT
78	prepared	prepared	JJ
79	baking	baking	NN
80	pan	pan	NN
81	.	.	.
82	Bake	bake	VB
83	for	for	IN
84	to	to	IN
85	minutes	minute	NNS
86	in	in	IN
87	the	the	DT
88	preheated	preheated	JJ
89	oven	oven	NN
90	,	,	,
91	bars	bar	NNS
92	should	should	MD
93	turn	turn	VB
94	golden	golden	JJ
95	brown	brown	NN
96	.	.	.
97	Top	Top	NNP
98	will	will	MD
99	appear	appear	VB
100	smooth	smooth	JJ
101	and	and	CC
102	dry	dry	JJ
103	to	to	IN
104	the	the	DT
105	touch	touch	NN
106	.	.	.
107	Meanwhile	meanwhile	RB
108	make	make	VB
109	the	the	DT
110	icing	icing	NN
111	.	.	.
112	In	in	IN
113	a	a	DT
114	smaller	small	JJR
115	bowl	bowl	NN
116	,	,	,
117	stir	stir	VB
118	the	the	DT
119	confectioners	confectioner	NNS
120	sugar	sugar	NN
121	together	together	RB
122	with	with	IN
123	the	the	DT
124	milk	milk	NN
125	and	and	CC
126	vanilla	vanilla	NN
127	.	.	.
128	Drizzle	drizzle	NN
129	over	over	IN
130	the	the	DT
131	spice	spice	NN
132	bars	bar	NNS
133	while	while	IN
134	they	they	PRP
135	are	be	VBP
136	still	still	RB
137	warm	warm	JJ
138	.	.	.
139	Allow	allow	VB
140	cookies	cookie	NNS
141	to	to	TO
142	cool	cool	VB
143	before	before	IN
144	cutting	cut	VBG
145	.	.	.

1	Line	line	NN
2	baking	baking	NN
3	sheets	sheet	NNS
4	or	or	CC
5	counter	counter	NN
6	tops	top	NNS
7	with	with	IN
8	waxed	wax	VBN
9	paper	paper	NN
10	.	.	.
11	In	in	IN
12	a	a	DT
13	double	double	JJ
14	boiler	boiler	NN
15	heat	heat	NN
16	confectioners	confectioner	NNS
17	coating	coat	VBG
18	until	until	IN
19	melted	melt	VBN
20	,	,	,
21	stirring	stir	VBG
22	constantly	constantly	RB
23	until	until	IN
24	smooth	smooth	JJ
25	.	.	.
26	Pour	pour	VB
27	in	in	RP
28	white	white	JJ
29	chocolate	chocolate	NN
30	chips	chip	NNS
31	and	and	CC
